State_Code_Dest,County_Code_Dest,State_Code_Origin,County_Code_Origin,State_Abbrv,County_Name,Return_Num,Exmpt_Num,Aggr_AGI,,
26,089,59,001,DS,Other Flows - Northeast,17,27,802,,
26,089,59,003,DS,Other Flows - Midwest,43,84,"5,241",,
26,089,59,005,DS,Other Flows - South,64,137,"3,593",,
26,089,59,007,DS,Other Flows - West,36,61,"1,868",,
26,091,96,000,MI,Lenawee County Tot Mig-US & For,"1,599","2,974","57,884",,
26,091,97,000,MI,Lenawee County Tot Mig-US,"1,588","2,958","57,656",,
26,091,97,001,MI,Lenawee County Tot Mig-Same St,999,"1,861","37,165",,
26,091,97,003,MI,Lenawee County Tot Mig-Diff St,589,"1,097","20,491",,
26,091,98,000,MI,Lenawee County Tot Mig-Foreign,11,16,228,,
26,091,26,091,MI,Lenawee County Non-Migrants,"37,414","82,554","1,877,593",,
26,091,26,161,MI,Washtenaw County,227,387,"9,031",,
26,091,26,075,MI,Jackson County,149,300,"5,241",,
26,091,26,059,MI,Hillsdale County,123,248,"3,664",,
26,091,26,163,MI,Wayne County,119,236,"5,301",,
26,091,26,115,MI,Monroe County,118,229,"4,998",,
26,091,39,095,OH,Lucas County,94,159,"4,238",,
26,091,26,125,MI,Oakland County,40,74,"2,430",,
26,091,39,051,OH,Fulton County,33,73,933,,
26,091,26,065,MI,Ingham County,25,43,572,,
26,091,26,099,MI,Macomb County,19,33,356,,
26,091,04,013,AZ,Maricopa County,18,30,524,,
26,091,26,077,MI,Kalamazoo County,15,20,284,,
26,091,26,093,MI,Livingston County,15,27,632,,
26,091,17,031,IL,Cook County,12,19,266,,
26,091,26,049,MI,Genesee County,12,23,488,,
26,091,39,173,OH,Wood County,11,28,553,,
26,091,26,081,MI,Kent County,10,13,168,,
26,091,26,145,MI,Saginaw County,10,16,547,,
26,091,58,000,SS,Other Flows - Same State,117,212,"3,452",,
26,091,59,000,DS,Other Flows - Diff State,421,788,"13,977",,
26,091,59,001,DS,Other Flows - Northeast,50,84,"1,947",,
26,091,59,003,DS,Other Flows - Midwest,119,240,"4,679",,
26,091,59,005,DS,Other Flows - South,194,363,"5,361",,
26,091,59,007,DS,Other Flows - West,58,101,"1,989",,
26,091,57,009,FR,Foreign - Other flows,11,16,228,,
26,093,96,000,MI,Livingston Coun Tot Mig-US & For,"3,974","7,429","242,317",,
26,093,97,000,MI,Livingston Coun Tot Mig-US,"3,951","7,386","240,047",,
26,093,97,001,MI,Livingston Coun Tot Mig-Same St,"3,174","5,872","191,654",,
26,093,97,003,MI,Livingston Coun Tot Mig-Diff St,777,"1,514","48,394",,
26,093,98,000,MI,Livingston Coun Tot Mig-Foreign,23,43,"2,269",,
26,093,26,093,MI,Livingston Coun Non-Migrants,"65,473","154,569","5,035,314",,
26,093,26,125,MI,Oakland County,877,"1,581","47,073",,
26,093,26,163,MI,Wayne County,652,"1,365","37,694",,
26,093,26,161,MI,Washtenaw County,444,744,"25,983",,
26,093,26,049,MI,Genesee County,276,554,"13,036",,
26,093,26,065,MI,Ingham County,236,397,"38,245",,
26,093,26,099,MI,Macomb County,112,201,"5,823",,
26,093,26,155,MI,Shiawassee County,84,160,"3,032",,
26,093,26,075,MI,Jackson County,45,79,"1,651",,
26,093,26,081,MI,Kent County,41,77,"2,384",,
26,093,26,045,MI,Eaton County,33,62,"1,665",,
26,093,26,115,MI,Monroe County,25,48,868,,
26,093,26,077,MI,Kalamazoo County,22,38,"1,058",,
26,093,26,091,MI,Lenawee County,21,35,"1,049",,
26,093,26,145,MI,Saginaw County,20,32,850,,
26,093,17,031,IL,Cook County,19,29,"1,360",,
26,093,26,037,MI,Clinton County,15,31,"1,268",,
26,093,04,013,AZ,Maricopa County,13,30,"1,401",,
26,093,26,055,MI,Grand Traverse County,13,20,491,,
26,093,26,087,MI,Lapeer County,13,23,331,,
26,093,26,139,MI,Ottawa County,13,27,765,,
26,093,26,025,MI,Calhoun County,12,23,811,,
26,093,26,073,MI,Isabella County,12,21,388,,
26,093,32,003,NV,Clark County,12,20,372,,
26,093,06,037,CA,Los Angeles County,11,20,612,,
26,093,26,061,MI,Houghton County,11,15,327,,
26,093,57,005,FR,Foreign - APO/FPO ZIPs,11,14,258,,
26,093,12,057,FL,Hillsborough County,10,16,331,,
26,093,12,101,FL,Pasco County,10,21,473,,
26,093,26,143,MI,Roscommon County,10,14,161,,
26,093,26,147,MI,St Clair County,10,20,382,,
26,093,27,053,MN,Hennepin County,10,12,"1,049",,
26,093,39,095,OH,Lucas County,10,20,720,,
26,093,58,000,SS,Other Flows - Same State,177,305,"6,320",,
26,093,59,000,DS,Other Flows - Diff State,682,"1,346","42,076",,
26,093,59,001,DS,Other Flows - Northeast,76,147,"5,530",,
26,093,59,003,DS,Other Flows - Midwest,168,357,"13,409",,
26,093,59,005,DS,Other Flows - South,329,631,"16,894",,
26,093,59,007,DS,Other Flows - West,109,211,"6,243",,
26,093,57,009,FR,Foreign - Other flows,12,29,"2,012",,
26,095,96,000,MI,Luce County Tot Mig-US & For,100,210,"3,839",,
26,095,97,000,MI,Luce County Tot Mig-US,100,210,"3,839",,
26,095,97,001,MI,Luce County Tot Mig-Same St,78,175,"2,263",,
26,095,97,003,MI,Luce County Tot Mig-Diff St,22,35,"1,576",,
26,095,98,000,MI,Luce County Tot Mig-Foreign,d,d,d,,
26,095,26,095,MI,Luce County Non-Migrants,"2,143","4,567","86,484",,
26,095,26,097,MI,Mackinac County,13,32,340,,
26,095,26,033,MI,Chippewa County,10,23,430,,
26,095,58,000,SS,Other Flows - Same State,55,120,"1,493",,
26,095,59,000,DS,Other Flows - Diff State,22,35,"1,576",,
26,097,96,000,MI,Mackinac County Tot Mig-US & For,315,557,"11,368",,
26,097,97,000,MI,Mackinac County Tot Mig-US,315,557,"11,368",,
26,097,97,001,MI,Mackinac County Tot Mig-Same St,200,368,"6,892",,
26,097,97,003,MI,Mackinac County Tot Mig-Diff St,115,189,"4,476",,
26,097,98,000,MI,Mackinac County Tot Mig-Foreign,d,d,d,,
26,097,26,097,MI,Mackinac County Non-Migrants,"4,586","9,246","198,726",,
26,097,26,033,MI,Chippewa County,32,77,907,,
26,097,26,065,MI,Ingham County,12,21,268,,
26,097,26,081,MI,Kent County,11,18,308,,
26,097,58,000,SS,Other Flows - Same State,145,252,"5,409",,
26,097,59,000,DS,Other Flows - Diff State,115,189,"4,476",,
26,097,59,001,DS,Other Flows - Northeast,14,22,558,,
26,097,59,003,DS,Other Flows - Midwest,29,56,"1,534",,
26,097,59,005,DS,Other Flows - South,46,62,"1,120",,
26,097,59,007,DS,Other Flows - West,26,49,"1,264",,
26,099,96,000,MI,Macomb County Tot Mig-US & For,"15,293","29,008","559,790",,
26,099,97,000,MI,Macomb County Tot Mig-US,"15,151","28,721","551,721",,
26,099,97,001,MI,Macomb County Tot Mig-Same St,"12,384","23,618","435,197",,
26,099,97,003,MI,Macomb County Tot Mig-Diff St,"2,767","5,103","116,525",,
26,099,98,000,MI,Macomb County Tot Mig-Foreign,142,287,"8,069",,
26,099,26,099,MI,Macomb County Non-Migrants,"332,642","701,992","19,019,502",,
26,099,26,163,MI,Wayne County,"5,536","11,908","179,286",,
26,099,26,125,MI,Oakland County,"4,092","7,046","163,397",,
26,099,26,147,MI,St Clair County,"1,044","1,862","34,586",,
26,099,26,087,MI,Lapeer County,216,385,"7,479",,
26,099,26,049,MI,Genesee County,169,292,"6,446",,
26,099,26,161,MI,Washtenaw County,128,203,"4,734",,
26,099,26,065,MI,Ingham County,87,123,"2,257",,
26,099,26,081,MI,Kent County,87,113,"2,784",,
26,099,26,151,MI,Sanilac County,85,153,"2,796",,
26,099,17,031,IL,Cook County,80,116,"3,555",,
26,099,04,013,AZ,Maricopa County,71,125,"2,620",,
26,099,26,093,MI,Livingston County,69,118,"3,020",,
26,099,26,145,MI,Saginaw County,64,102,"1,815",,
26,099,32,003,NV,Clark County,63,108,"2,581",,
26,099,26,077,MI,Kalamazoo County,60,86,"1,888",,
26,099,57,005,FR,Foreign - APO/FPO ZIPs,53,84,"2,198",,
26,099,06,073,CA,San Diego County,49,85,"1,493",,
26,099,26,063,MI,Huron County,43,71,"1,093",,
26,099,26,115,MI,Monroe County,42,69,"1,589",,
26,099,06,037,CA,Los Angeles County,41,56,"1,428",,
26,099,26,073,MI,Isabella County,39,58,"1,015",,
26,099,12,071,FL,Lee County,38,62,"1,597",,
26,099,12,103,FL,Pinellas County,38,50,"1,281",,
26,099,39,035,OH,Cuyahoga County,34,76,"1,705",,
26,099,26,143,MI,Roscommon County,29,49,734,,
26,099,26,075,MI,Jackson County,28,46,877,,
26,099,26,157,MI,Tuscola County,28,52,925,,
26,099,37,133,NC,Onslow County,28,35,634,,
26,099,12,095,FL,Orange County,26,55,799,,
26,099,39,095,OH,Lucas County,26,51,979,,
26,099,48,201,TX,Harris County,26,44,759,,
26,099,06,059,CA,Orange County,25,53,"1,168",,
26,099,12,099,FL,Palm Beach County,25,30,717,,
26,099,17,043,IL,Dupage County,25,46,"1,308",,
26,099,12,011,FL,Broward County,24,35,694,,
26,099,12,115,FL,Sarasota County,24,38,692,,
26,099,26,055,MI,Grand Traverse County,24,40,932,,
26,099,26,069,MI,Iosco County,24,37,700,,
26,099,12,057,FL,Hillsborough County,23,36,838,,
26,099,26,017,MI,Bay County,21,30,391,,
26,099,26,137,MI,Otsego County,20,32,526,,
26,099,26,139,MI,Ottawa County,20,29,624,,
26,099,39,049,OH,Franklin County,20,33,745,,
26,099,26,045,MI,Eaton County,19,30,722,,
26,099,48,439,TX,Tarrant County,19,32,"1,170",,
26,099,51,059,VA,Fairfax County,19,39,"1,324",,
26,099,26,025,MI,Calhoun County,18,37,536,,
26,099,26,031,MI,Cheboygan County,18,31,586,,
26,099,36,047,NY,Kings County,18,28,535,,
26,099,12,031,FL,Duval County,17,26,688,,
26,099,12,101,FL,Pasco County,17,31,534,,
26,099,26,035,MI,Clare County,17,27,636,,
26,099,26,037,MI,Clinton County,17,28,432,,
26,099,26,091,MI,Lenawee County,17,33,593,,
26,099,26,155,MI,Shiawassee County,17,36,843,,
26,099,04,015,AZ,Mohave County,16,42,"1,104",,
26,099,26,111,MI,Midland County,16,24,915,,
26,099,36,061,NY,New York County,16,29,"1,035",,
26,099,36,081,NY,Queens County,16,22,478,,
26,099,18,097,IN,Marion County,15,30,776,,
26,099,26,107,MI,Mecosta County,15,20,295,,
26,099,04,019,AZ,Pima County,14,18,410,,
26,099,12,009,FL,Brevard County,14,17,727,,
26,099,12,069,FL,Lake County,14,26,"1,007",,
26,099,12,086,FL,Miami Dade County,14,26,474,,
26,099,51,810,VA,Virginia Beach city,14,26,525,,
26,099,12,021,FL,Collier County,13,19,686,,
26,099,12,111,FL,St Lucie County,13,17,498,,
26,099,12,117,FL,Seminole County,13,22,528,,
26,099,15,003,HI,Honolulu County,13,19,325,,
26,099,26,129,MI,Ogemaw County,13,18,282,,
26,099,06,071,CA,San Bernardino County,12,28,334,,
26,099,13,067,GA,Cobb County,12,21,322,,
26,099,13,135,GA,Gwinnett County,12,26,519,,
26,099,26,033,MI,Chippewa County,12,29,740,,
26,099,26,103,MI,Marquette County,12,17,618,,
26,099,36,029,NY,Erie County,12,19,437,,
26,099,39,093,OH,Lorain County,12,21,566,,
26,099,39,113,OH,Montgomery County,12,21,547,,
26,099,42,003,PA,Allegheny County,12,19,493,,
26,099,47,157,TN,Shelby County,12,34,485,,
26,099,12,081,FL,Manatee County,11,15,431,,
26,099,12,083,FL,Marion County,11,20,246,,
26,099,26,007,MI,Alpena County,11,21,302,,
26,099,26,051,MI,Gladwin County,11,14,252,,
26,099,26,121,MI,Muskegon County,11,14,271,,
26,099,26,141,MI,Presque Isle County,11,12,204,,
26,099,42,101,PA,Philadelphia County,11,22,465,,
26,099,45,019,SC,Charleston County,11,15,645,,
26,099,48,113,TX,Dallas County,11,19,313,,
26,099,55,025,WI,Dane County,11,14,466,,
26,099,18,003,IN,Allen County,10,20,572,,
26,099,26,011,MI,Arenac County,10,15,408,,
26,099,26,021,MI,Berrien County,10,10,234,,
26,099,26,067,MI,Ionia County,10,22,458,,
26,099,26,165,MI,Wexford County,10,12,217,,
26,099,36,005,NY,Bronx County,10,28,258,,
26,099,37,051,NC,Cumberland County,10,16,482,,
26,099,37,119,NC,Mecklenburg County,10,23,332,,
26,099,58,000,SS,Other Flows - Same State,154,264,"5,759",,
26,099,59,000,DS,Other Flows - Diff State,"1,604","3,119","70,197",,
26,099,59,001,DS,Other Flows - Northeast,225,439,"11,361",,
26,099,59,003,DS,Other Flows - Midwest,425,795,"19,806",,
26,099,59,005,DS,Other Flows - South,686,"1,349","27,306",,
26,099,59,007,DS,Other Flows - West,268,536,"11,724",,
26,099,57,009,FR,Foreign - Other flows,89,203,"5,871",,
26,101,96,000,MI,Manistee County Tot Mig-US & For,519,961,"19,032",,
26,101,97,000,MI,Manistee County Tot Mig-US,519,961,"19,032",,
26,101,97,001,MI,Manistee County Tot Mig-Same St,392,712,"12,988",,
26,101,97,003,MI,Manistee County Tot Mig-Diff St,127,249,"6,044",,
26,101,98,000,MI,Manistee County Tot Mig-Foreign,d,d,d,,
26,101,26,101,MI,Manistee County Non-Migrants,"9,546","19,279","399,672",,
26,101,26,105,MI,Mason County,46,72,"1,195",,
26,101,26,019,MI,Benzie County,39,70,"1,138",,
26,101,26,081,MI,Kent County,29,64,860,,
26,101,26,121,MI,Muskegon County,25,41,486,,
26,101,26,055,MI,Grand Traverse County,23,40,722,,
26,101,26,165,MI,Wexford County,22,42,647,,
26,101,26,163,MI,Wayne County,19,30,760,,
26,101,26,085,MI,Lake County,17,36,295,,
26,101,26,077,MI,Kalamazoo County,14,20,476,,
26,101,26,049,MI,Genesee County,10,15,759,,
26,101,26,125,MI,Oakland County,10,19,990,,
26,101,26,139,MI,Ottawa County,10,21,"1,051",,
26,101,58,000,SS,Other Flows - Same State,128,242,"3,610",,
26,101,59,000,DS,Other Flows - Diff State,127,249,"6,044",,
26,103,96,000,MI,Marquette Count Tot Mig-US & For,"1,296","2,166","47,277",,
26,103,97,000,MI,Marquette Count Tot Mig-US,"1,270","2,139","46,945",,
26,103,97,001,MI,Marquette Count Tot Mig-Same St,710,"1,134","22,819",,
26,103,97,003,MI,Marquette Count Tot Mig-Diff St,560,"1,005","24,125",,
26,103,98,000,MI,Marquette Count Tot Mig-Foreign,26,27,333,,
26,103,26,103,MI,Marquette Count Non-Migrants,"24,172","49,582","1,204,560",,
26,103,26,041,MI,Delta County,69,101,"1,767",,
26,103,26,003,MI,Alger County,54,101,"1,407",,
26,103,26,061,MI,Houghton County,52,75,"1,606",,
26,103,26,043,MI,Dickinson County,38,60,"1,020",,
26,103,26,013,MI,Baraga County,29,53,682,,
26,103,26,081,MI,Kent County,28,41,859,,
26,103,26,125,MI,Oakland County,25,43,756,,
26,103,26,109,MI,Menominee County,24,36,993,,
26,103,55,009,WI,Brown County,23,45,"1,054",,
26,103,26,071,MI,Iron County,22,35,503,,
26,103,26,033,MI,Chippewa County,21,32,394,,
26,103,26,095,MI,Luce County,21,38,496,,
26,103,26,163,MI,Wayne County,21,48,"1,100",,
26,103,26,065,MI,Ingham County,18,20,592,,
26,103,26,153,MI,Schoolcraft County,17,26,350,,
26,103,55,079,WI,Milwaukee County,16,28,642,,
26,103,26,093,MI,Livingston County,15,23,530,,
26,103,26,161,MI,Washtenaw County,15,29,"2,615",,
26,103,26,099,MI,Macomb County,14,18,700,,
26,103,26,139,MI,Ottawa County,13,19,365,,
26,103,26,055,MI,Grand Traverse County,12,20,340,,
26,103,17,031,IL,Cook County,11,16,784,,
26,103,26,131,MI,Ontonagon County,11,14,258,,
26,103,26,047,MI,Emmet County,10,19,181,,
26,103,58,000,SS,Other Flows - Same State,181,283,"5,305",,
26,103,59,000,DS,Other Flows - Diff State,510,916,"21,645",,
26,103,59,001,DS,Other Flows - Northeast,36,70,"1,833",,
26,103,59,003,DS,Other Flows - Midwest,223,401,"10,195",,
26,103,59,005,DS,Other Flows - South,130,229,"4,863",,
26,103,59,007,DS,Other Flows - West,121,216,"4,755",,
26,103,57,009,FR,Foreign - Other flows,26,27,333,,
26,105,96,000,MI,Mason County Tot Mig-US & For,612,"1,117","22,391",,
26,105,97,000,MI,Mason County Tot Mig-US,612,"1,117","22,391",,
26,105,97,001,MI,Mason County Tot Mig-Same St,434,798,"15,263",,
26,105,97,003,MI,Mason County Tot Mig-Diff St,178,319,"7,128",,
26,105,98,000,MI,Mason County Tot Mig-Foreign,d,d,d,,
26,105,26,105,MI,Mason County Non-Migrants,"11,084","23,373","486,702",,
26,105,26,127,MI,Oceana County,61,124,"1,554",,
26,105,26,101,MI,Manistee County,52,94,"1,322",,
26,105,26,081,MI,Kent County,44,78,"1,494",,
26,105,26,121,MI,Muskegon County,34,56,952,,
26,105,26,139,MI,Ottawa County,24,43,"1,072",,
26,105,26,125,MI,Oakland County,21,36,"1,195",,
26,105,26,085,MI,Lake County,20,43,391,,
26,105,17,031,IL,Cook County,14,24,411,,
26,105,26,163,MI,Wayne County,12,19,383,,
26,105,26,165,MI,Wexford County,10,17,269,,
26,105,58,000,SS,Other Flows - Same State,156,288,"6,631",,
26,105,59,000,DS,Other Flows - Diff State,164,295,"6,718",,
26,107,96,000,MI,Mecosta County Tot Mig-US & For,"1,086","1,996","35,105",,
26,107,97,000,MI,Mecosta County Tot Mig-US,"1,069","1,977","35,041",,
26,107,97,001,MI,Mecosta County Tot Mig-Same St,866,"1,600","28,183",,
26,107,97,003,MI,Mecosta County Tot Mig-Diff St,203,377,"6,858",,
26,107,98,000,MI,Mecosta County Tot Mig-Foreign,17,19,64,,
26,107,26,107,MI,Mecosta County Non-Migrants,"13,025","28,361","583,787",,
26,107,26,081,MI,Kent County,136,235,"5,405",,
26,107,26,133,MI,Osceola County,104,225,"2,761",,
26,107,26,117,MI,Montcalm County,76,152,"1,857",,
26,107,26,073,MI,Isabella County,67,133,"1,848",,
26,107,26,123,MI,Newaygo County,50,102,"1,285",,
26,107,26,125,MI,Oakland County,34,68,"3,711",,
26,107,26,163,MI,Wayne County,34,58,"1,307",,
26,107,26,139,MI,Ottawa County,29,56,924,,
26,107,26,085,MI,Lake County,24,43,502,,
26,107,26,065,MI,Ingham County,20,40,468,,
26,107,26,049,MI,Genesee County,17,19,402,,
26,107,26,099,MI,Macomb County,15,22,841,,
26,107,26,035,MI,Clare County,13,21,280,,
26,107,26,067,MI,Ionia County,13,32,373,,
26,107,26,121,MI,Muskegon County,13,22,307,,
26,107,26,145,MI,Saginaw County,12,17,209,,
26,107,26,077,MI,Kalamazoo County,11,16,183,,
26,107,26,017,MI,Bay County,10,15,134,,
26,107,26,055,MI,Grand Traverse County,10,16,254,,
26,107,26,111,MI,Midland County,10,15,321,,
26,107,26,161,MI,Washtenaw County,10,10,218,,
26,107,58,000,SS,Other Flows - Same State,158,283,"4,594",,
26,107,59,000,DS,Other Flows - Diff State,203,377,"6,858",,
26,107,59,001,DS,Other Flows - Northeast,15,27,480,,
26,107,59,003,DS,Other Flows - Midwest,55,96,"1,962",,
26,107,59,005,DS,Other Flows - South,89,176,"3,031",,
26,107,59,007,DS,Other Flows - West,44,78,"1,384",,
26,107,57,009,FR,Foreign - Other flows,17,19,64,,
26,109,96,000,MI,Menominee Count Tot Mig-US & For,494,922,"17,148",,
26,109,97,000,MI,Menominee Count Tot Mig-US,494,922,"17,148",,
26,109,97,001,MI,Menominee Count Tot Mig-Same St,143,272,"3,590",,
26,109,97,003,MI,Menominee Count Tot Mig-Diff St,351,650,"13,558",,
26,109,98,000,MI,Menominee Count Tot Mig-Foreign,d,d,d,,
26,109,26,109,MI,Menominee Count Non-Migrants,"9,509","19,686","430,172",,
26,109,55,075,WI,Marinette County,162,291,"5,013",,
26,109,26,041,MI,Delta County,63,124,"1,487",,
26,109,26,043,MI,Dickinson County,24,44,491,,
26,109,55,009,WI,Brown County,18,29,533,,
26,109,26,103,MI,Marquette County,13,17,382,,
26,109,55,079,WI,Milwaukee County,12,20,502,,
26,109,58,000,SS,Other Flows - Same State,43,87,"1,231",,
26,109,59,000,DS,Other Flows - Diff State,159,310,"7,510",,
26,111,96,000,MI,Midland County Tot Mig-US & For,"1,875","3,518","91,502",,
26,111,97,000,MI,Midland County Tot Mig-US,"1,826","3,447","88,332",,
26,111,97,001,MI,Midland County Tot Mig-Same St,"1,273","2,285","46,980",,
26,111,97,003,MI,Midland County Tot Mig-Diff St,553,"1,162","41,352",,
26,111,98,000,MI,Midland County Tot Mig-Foreign,49,71,"3,169",,
26,111,26,111,MI,Midland County Non-Migrants,"31,077","69,724","2,190,447",,
26,111,26,145,MI,Saginaw County,226,388,"7,564",,
26,111,26,017,MI,Bay County,205,362,"6,956",,
26,111,26,073,MI,Isabella County,126,207,"3,800",,
26,111,26,051,MI,Gladwin County,109,202,"3,004",,
26,111,26,125,MI,Oakland County,55,107,"2,097",,
26,111,26,057,MI,Gratiot County,50,94,"1,388",,
26,111,26,163,MI,Wayne County,46,85,"2,174",,
26,111,26,035,MI,Clare County,42,103,"1,015",,
26,111,26,049,MI,Genesee County,34,79,"1,274",,
26,111,26,065,MI,Ingham County,31,52,"1,006",,
26,111,26,081,MI,Kent County,28,41,"1,516",,
26,111,26,099,MI,Macomb County,23,33,"1,188",,
26,111,26,161,MI,Washtenaw County,23,56,"2,506",,
26,111,26,011,MI,Arenac County,22,32,578,,
26,111,17,031,IL,Cook County,19,34,"2,051",,
26,111,26,157,MI,Tuscola County,16,24,691,,
26,111,26,143,MI,Roscommon County,15,25,598,,
26,111,26,129,MI,Ogemaw County,13,24,375,,
26,111,48,039,TX,Brazoria County,13,44,"4,076",,
26,111,26,077,MI,Kalamazoo County,11,14,437,,
26,111,26,055,MI,Grand Traverse County,10,21,347,,
26,111,26,107,MI,Mecosta County,10,19,"1,087",,
26,111,26,139,MI,Ottawa County,10,24,908,,
26,111,58,000,SS,Other Flows - Same State,168,293,"6,472",,
26,111,59,000,DS,Other Flows - Diff State,521,"1,084","35,226",,
26,111,59,001,DS,Other Flows - Northeast,60,138,"5,385",,
26,111,59,003,DS,Other Flows - Midwest,143,290,"10,004",,
26,111,59,005,DS,Other Flows - South,217,457,"13,489",,
26,111,59,007,DS,Other Flows - West,101,199,"6,348",,
26,111,57,009,FR,Foreign - Other flows,49,71,"3,169",,
26,113,96,000,MI,Missaukee Count Tot Mig-US & For,379,789,"10,494",,
26,113,97,000,MI,Missaukee Count Tot Mig-US,379,789,"10,494",,
26,113,97,001,MI,Missaukee Count Tot Mig-Same St,308,626,"8,339",,
26,113,97,003,MI,Missaukee Count Tot Mig-Diff St,71,163,"2,155",,
26,113,98,000,MI,Missaukee Count Tot Mig-Foreign,d,d,d,,
26,113,26,113,MI,Missaukee Count Non-Migrants,"5,243","11,856","204,168",,
26,113,26,165,MI,Wexford County,91,197,"2,297",,
26,113,26,081,MI,Kent County,24,39,571,,
26,113,26,133,MI,Osceola County,24,47,528,,
26,113,26,143,MI,Roscommon County,23,58,598,,
26,113,26,055,MI,Grand Traverse County,16,23,311,,
26,113,26,163,MI,Wayne County,16,36,419,,
26,113,26,049,MI,Genesee County,10,22,566,,
26,113,58,000,SS,Other Flows - Same State,104,204,"3,049",,
26,113,59,000,DS,Other Flows - Diff State,71,163,"2,155",,
26,115,96,000,MI,Monroe County Tot Mig-US & For,"2,794","5,388","113,656",,
26,115,97,000,MI,Monroe County Tot Mig-US,"2,777","5,353","112,966",,
26,115,97,001,MI,Monroe County Tot Mig-Same St,"1,543","2,979","61,185",,
26,115,97,003,MI,Monroe County Tot Mig-Diff St,"1,234","2,374","51,780",,
26,115,98,000,MI,Monroe County Tot Mig-Foreign,17,35,690,,
26,115,26,115,MI,Monroe County Non-Migrants,"58,458","129,925","3,456,679",,
26,115,26,163,MI,Wayne County,840,"1,719","35,754",,
26,115,39,095,OH,Lucas County,627,"1,228","26,655",,
26,115,26,161,MI,Washtenaw County,190,329,"6,888",,
26,115,26,091,MI,Lenawee County,122,245,"4,326",,
26,115,26,125,MI,Oakland County,69,121,"2,739",,
26,115,39,173,OH,Wood County,48,93,"2,189",,
26,115,26,099,MI,Macomb County,43,70,"2,010",,
26,115,26,093,MI,Livingston County,29,50,"1,230",,
26,115,26,075,MI,Jackson County,19,33,707,,
26,115,26,049,MI,Genesee County,18,31,714,,
26,115,26,059,MI,Hillsdale County,16,25,680,,
26,115,26,147,MI,St Clair County,16,30,569,,
26,115,26,065,MI,Ingham County,14,27,524,,
26,115,26,077,MI,Kalamazoo County,14,22,494,,
26,115,39,049,OH,Franklin County,13,20,640,,
26,115,04,013,AZ,Maricopa County,11,24,334,,
26,115,26,145,MI,Saginaw County,11,15,338,,
26,115,32,003,NV,Clark County,11,16,371,,
26,115,58,000,SS,Other Flows - Same State,142,262,"4,212",,
26,115,59,000,DS,Other Flows - Diff State,524,993,"21,590",,
26,115,59,001,DS,Other Flows - Northeast,42,82,"1,776",,
26,115,59,003,DS,Other Flows - Midwest,161,290,"7,666",,
26,115,59,005,DS,Other Flows - South,241,469,"9,358",,
26,115,59,007,DS,Other Flows - West,80,152,"2,789",,
26,115,57,009,FR,Foreign - Other flows,17,35,690,,
26,117,96,000,MI,Montcalm County Tot Mig-US & For,"1,528","3,128","45,106",,
26,117,97,000,MI,Montcalm County Tot Mig-US,"1,528","3,128","45,106",,
26,117,97,001,MI,Montcalm County Tot Mig-Same St,"1,292","2,601","37,515",,
26,117,97,003,MI,Montcalm County Tot Mig-Diff St,236,527,"7,591",,
26,117,98,000,MI,Montcalm County Tot Mig-Foreign,d,d,d,,
26,117,26,117,MI,Montcalm County Non-Migrants,"21,973","49,579","875,832",,
26,117,26,081,MI,Kent County,488,960,"15,790",,
26,117,26,067,MI,Ionia County,217,466,"4,954",,
26,117,26,057,MI,Gratiot County,86,177,"2,201",,
26,117,26,107,MI,Mecosta County,72,155,"1,879",,
26,117,26,123,MI,Newaygo County,62,149,"1,443",,
26,117,26,073,MI,Isabella County,53,101,"1,297",,
26,117,26,139,MI,Ottawa County,32,62,"1,389",,
26,117,26,037,MI,Clinton County,26,58,819,,
26,117,26,045,MI,Eaton County,18,31,577,,
26,117,26,065,MI,Ingham County,18,26,455,,
26,117,26,163,MI,Wayne County,17,33,791,,
26,117,26,125,MI,Oakland County,16,31,674,,
26,117,26,121,MI,Muskegon County,13,17,362,,
26,117,26,161,MI,Washtenaw County,12,15,492,,
26,117,26,077,MI,Kalamazoo County,11,20,201,,
26,117,26,035,MI,Clare County,10,20,303,,
26,117,58,000,SS,Other Flows - Same State,141,280,"3,887",,
26,117,59,000,DS,Other Flows - Diff State,236,527,"7,591",,
26,117,59,001,DS,Other Flows - Northeast,18,50,502,,
26,117,59,003,DS,Other Flows - Midwest,60,151,"2,586",,
26,117,59,005,DS,Other Flows - South,110,233,"3,305",,
26,117,59,007,DS,Other Flows - West,48,93,"1,197",,
26,119,96,000,MI,Montmorency Cou Tot Mig-US & For,282,507,"11,630",,
26,119,97,000,MI,Montmorency Cou Tot Mig-US,282,507,"11,630",,
26,119,97,001,MI,Montmorency Cou Tot Mig-Same St,221,394,"9,848",,
26,119,97,003,MI,Montmorency Cou Tot Mig-Diff St,61,113,"1,782",,
26,119,98,000,MI,Montmorency Cou Tot Mig-Foreign,d,d,d,,
26,119,26,119,MI,Montmorency Cou Non-Migrants,"3,781","7,518","136,043",,
26,119,26,125,MI,Oakland County,28,43,"2,286",,
26,119,26,137,MI,Otsego County,25,34,468,,
26,119,26,007,MI,Alpena County,20,30,365,,
26,119,26,163,MI,Wayne County,17,37,882,,
26,119,26,099,MI,Macomb County,16,36,"1,138",,
26,119,26,135,MI,Oscoda County,13,22,258,,
26,119,26,049,MI,Genesee County,10,18,598,,
