"d_fips","n_return_in","n_exempt_in","agi","year"
"21141",1887,3743,58802,2011
"21143",863,1731,36375,2011
"21145",6772,12697,269295,2011
"21147",775,1527,17098,2011
"21149",691,1431,18767,2011
"21151",8873,16379,310385,2011
"21153",375,839,9338,2011
"21155",1271,2495,44924,2011
"21157",2483,4963,86739,2011
"21159",559,1375,17283,2011
"21161",1862,3844,69040,2011
"21163",5315,13861,198644,2011
"21165",539,1259,14766,2011
"21167",1869,3825,60349,2011
"21169",679,1407,16699,2011
"21171",543,1251,11513,2011
"21173",2821,5880,83528,2011
"21175",647,1399,16620,2011
"21177",1431,2935,41437,2011
"21179",4016,7820,154632,2011
"21181",575,1227,18211,2011
"21183",1687,3927,50266,2011
"21185",6033,14155,423766,2011
"21187",895,1995,28087,2011
"21189",287,599,6706,2011
"21191",1303,2627,38170,2011
"21193",1531,3147,44723,2011
"21195",2803,5535,101682,2011
"21197",1111,2403,30206,2011
"21199",4396,9419,139251,2011
"21201",135,287,3287,2011
"21203",1127,2583,29742,2011
"21205",2452,4698,71928,2011
"21207",1179,2391,34655,2011
"21209",5627,12115,275676,2011
"21211",4629,9658,193959,2011
"21213",1575,3227,47799,2011
"21215",1967,4015,88975,2011
"21217",2159,4237,61685,2011
"21219",891,2115,22245,2011
"21221",1255,2739,43466,2011
"21223",959,2079,34311,2011
"21225",1099,2047,28499,2011
"21227",11202,20531,375930,2011
"21229",979,1911,28249,2011
"21231",1163,2647,30947,2011
"21233",1111,2527,34235,2011
"21235",2515,5167,67081,2011
"21237",467,939,12948,2011
"21239",2630,5391,111939,2011
"22000",304800,613942,11387574,2011
"22001",4239,9043,141346,2011
"22003",1575,3559,46676,2011
"22005",11559,25191,626032,2011
"22007",1531,3247,52080,2011
"22009",1951,3931,66355,2011
"22011",4082,9568,159651,2011
"22013",1327,2899,37970,2011
"22015",20943,44835,933772,2011
"22017",23978,46724,886614,2011
"22019",12804,25087,475021,2011
"22021",767,1603,23954,2011
"22023",555,1247,19943,2011
"22025",619,1311,22259,2011
"22027",1031,2095,34908,2011
"22029",1619,3495,50839,2011
"22031",2567,5547,102191,2011
"22033",37577,68460,1456081,2011
"22035",475,1003,11576,2011
"22037",1955,4123,70776,2011
"22039",1947,4135,54999,2011
"22041",1183,2623,35863,2011
"22043",2283,4923,74029,2011
"22045",5274,11287,164573,2011
"22047",2711,5743,98337,2011
"22049",1259,2667,65334,2011
"22051",42397,82466,1464104,2011
"22053",2303,5031,77972,2011
"22055",22212,42080,880559,2011
"22057",6457,14115,234523,2011
"22059",883,1875,27747,2011
"22061",4518,8520,149595,2011
"22063",13064,28227,498263,2011
"22065",731,1587,17775,2011
"22067",1819,3939,52187,2011
"22069",2863,5711,103136,2011
"22071",52912,91083,1962511,2011
"22073",11854,24868,423618,2011
"22075",3845,9091,174311,2011
"22077",1479,3283,48817,2011
"22079",9445,19267,324761,2011
"22081",627,1407,21731,2011
"22083",1715,3887,56092,2011
"22085",1583,3511,71285,2011
"22087",5945,12795,172785,2011
"22089",4339,9091,169688,2011
"22091",1211,2711,29663,2011
"22093",1203,2519,38375,2011
"22095",3683,8043,117720,2011
"22097",5926,12519,194050,2011
"22099",4555,9587,146208,2011
"22101",3798,8237,115500,2011
"22103",21228,44474,1079181,2011
"22105",10733,21690,345802,2011
"22107",339,759,7937,2011
"22109",7350,15311,270328,2011
"22111",1711,3591,57959,2011
"22113",3977,8760,146275,2011
"22115",11732,28294,397754,2011
"22117",2575,5711,70854,2011
"22119",3679,7926,121242,2011
"22121",3059,6387,110095,2011
"22123",779,1811,23986,2011
"22125",963,2227,46955,2011
"22127",855,1923,26339,2011
"23000",84217,139967,3322837,2011
"23001",8990,15192,295537,2011
"23003",3850,6951,130974,2011
"23005",30125,47642,1380786,2011
"23007",2580,4381,87945,2011
"23009",5264,8461,207709,2011
"23011",10518,17752,370972,2011
"23013",3591,5816,148551,2011
"23015",3569,5959,140378,2011
"23017",4789,8567,168218,2011
"23019",11550,19031,403461,2011
"23021",1508,2566,50752,2011
"23023",4877,8318,207414,2011
"23025",4332,7799,130029,2011
"23027",3750,6506,136010,2011
"23029",2313,3968,112058,2011
"23031",19163,32624,830227,2011
"24000",436674,790091,21773693,2011
"24001",3521,6465,127013,2011
"24003",64185,120101,3458697,2011
"24005",81596,147707,3558505,2011
"24009",8252,16960,459141,2011
"24011",3086,5672,96852,2011
"24013",11803,21849,634136,2011
"24015",9347,17640,441146,2011
"24017",17864,35780,891938,2011
"24019",2889,5602,100292,2011
"24021",24722,47144,1380202,2011
"24023",1836,3599,86722,2011
"24025",23579,45337,1316272,2011
"24027",38973,73778,2549251,2011
"24029",1483,2571,74202,2011
"24031",101456,175729,6055372,2011
"24033",90824,164115,3661810,2011
"24035",4637,9096,283495,2011
"24037",12752,25807,702277,2011
"24039",1828,3498,51782,2011
"24041",4083,7235,284870,2011
"24043",12884,24949,509303,2011
"24045",8642,15763,296372,2011
"24047",6447,11458,347684,2011
"24510",67865,106981,2740161,2011
"25000",430628,666770,23663599,2011
"25001",19027,30361,1195411,2011
"25003",7196,11382,327590,2011
"25005",31621,53783,1397533,2011
"25007",2054,2946,89064,2011
"25009",53556,90010,2886661,2011
"25011",7620,11575,259727,2011
"25013",22265,37950,871822,2011
"25015",17480,25551,712088,2011
"25017",152299,231845,9075187,2011
"25019",1177,1623,46120,2011
"25021",76271,122503,4857939,2011
"25023",35969,62512,2080625,2011
"25025",117445,154039,6131100,2011
"25027",46125,79136,2368479,2011
"26000",567397,1038575,21532232,2011
"26001",911,1671,34568,2011
"26003",695,1243,28347,2011
"26005",9956,19005,376324,2011
"26007",2055,3741,72554,2011
"26009",2283,4195,94419,2011
"26011",1271,2551,42354,2011
"26013",443,819,12763,2011
"26015",4830,9303,201220,2011
"26017",6941,11701,222386,2011
"26019",1859,3527,72355,2011
"26021",12051,23172,489141,2011
"26023",3238,6554,99877,2011
"26025",9651,18095,327835,2011
"26027",4480,9070,152204,2011
"26029",2809,5149,136895,2011
"26031",2567,4636,110995,2011
"26033",2930,5437,93719,2011
"26035",2924,5704,88518,2011
"26037",8287,15496,350054,2011
"26039",1295,2475,42346,2011
"26041",2344,4052,84365,2011
"26043",2034,3689,79225,2011
"26045",13112,23840,447080,2011
"26047",3781,6646,198834,2011
"26049",23510,43340,745950,2011
"26051",2371,4595,77920,2011
"26053",1007,1779,27680,2011
"26055",10581,18273,404056,2011
"26057",2711,5455,77157,2011
"26059",3413,6679,104467,2011
"26061",2751,4770,91360,2011
"26063",1924,3543,75966,2011
"26065",30736,49695,1054570,2011
"26067",4804,9482,149402,2011
"26069",2414,4689,81436,2011
"26071",835,1587,28959,2011
"26073",6979,11267,195913,2011
"26075",9797,18030,335066,2011
"26077",23853,40147,958441,2011
"26079",1723,3395,54059,2011
"26081",46766,81558,1772148,2011
"26083",259,511,9623,2011
"26085",1115,2295,34022,2011
"26087",7469,15010,278238,2011
"26089",2582,4502,163312,2011
"26091",6846,13213,237272,2011
"26093",17442,33118,857146,2011
"26095",471,831,14589,2011
"26097",1413,2560,51508,2011
"26099",66672,129017,2366721,2011
"26101",1979,3803,75955,2011
"26103",5822,9398,188841,2011
"26105",2255,4115,82614,2011
"26107",4636,8627,139713,2011
"26109",1651,2879,49395,2011
"26111",8213,15393,440772,2011
"26113",1247,2675,37239,2011
"26115",10734,20734,412853,2011
"26117",5665,11576,166918,2011
"26119",887,1627,29520,2011
"26121",9509,17842,292525,2011
"26123",4134,8525,130879,2011
"26125",116053,212614,5363753,2011
"26127",2047,4259,71367,2011
"26129",1899,3599,55059,2011
"26131",435,775,15755,2011
"26133",2297,4769,79037,2011
"26135",751,1443,21859,2011
"26137",2459,4571,80087,2011
"26139",22931,44421,986167,2011
"26141",971,1827,36716,2011
"26143",2551,4647,102714,2011
"26145",11973,21244,388301,2011
"26147",10707,20165,373848,2011
"26149",4233,8506,135580,2011
"26151",2803,5495,98356,2011
"26153",511,1007,16763,2011
"26155",5329,9825,169488,2011
"26157",4017,7986,119201,2011
"26159",7022,14212,240519,2011
"26161",42000,67775,1954272,2011
"26163",103354,189728,3433853,2011
"26165",3515,6823,105902,2011
"27000",408645,713002,16745417,2011
"27001",1331,2299,54656,2011
"27003",34969,63840,1384128,2011
"27005",2839,5027,105421,2011
"27007",3915,6988,134307,2011
"27009",6403,10487,182592,2011
"27011",343,591,10291,2011
"27013",8447,13233,256085,2011
"27015",1761,3051,65638,2011
"27017",2779,5015,108132,2011
"27019",10643,21728,771868,2011
"27021",2715,5187,115073,2011
"27023",1087,2103,35204,2011
"27025",5162,9433,196128,2011
"27027",7289,12475,229294,2011
"27029",719,1327,22642,2011
"27031",660,1067,30118,2011
"27033",959,2055,30591,2011
"27035",5721,10053,221672,2011
"27037",46095,82870,1988298,2011
"27039",1803,3451,67567,2011
"27041",3571,6059,150555,2011
"27043",1187,2363,31065,2011
"27045",1495,2687,51877,2011
"27047",2439,4773,79456,2011
"27049",4257,7573,175488,2011
"27051",619,1235,22967,2011
"27053",131601,210566,6021131,2011
"27055",1255,2247,53479,2011
"27057",1995,3903,79135,2011
"27059",4187,8147,149371,2011
"27061",2811,5363,115321,2011
"27063",831,1527,24978,2011
"27065",1579,2871,51760,2011
"27067",3091,5907,108119,2011
"27069",319,639,9506,2011
"27071",787,1507,27267,2011
"27073",531,939,15440,2011
"27075",819,1435,40523,2011
"27077",351,579,10878,2011
"27079",2643,4791,96075,2011
"27081",419,731,14923,2011
"27083",2743,4967,90420,2011
"27085",2955,5475,100135,2011
"27087",455,1023,13971,2011
"27089",779,1475,26086,2011
"27091",1427,2575,46534,2011
"27093",1735,3187,57896,2011
"27095",2635,4907,87606,2011
"27097",2307,4327,82764,2011
"27099",3400,7216,100943,2011
"27101",651,1155,20843,2011
"27103",4456,7903,152178,2011
"27105",1619,3415,46246,2011
"27107",567,1099,17871,2011
"27109",14277,25634,621510,2011
"27111",4826,9160,196124,2011
"27113",1543,2611,52574,2011
"27115",2503,4671,79538,2011
"27117",783,1503,24484,2011
"27119",2907,5083,91212,2011
"27121",1071,1927,41763,2011
"27123",71012,117381,2542399,2011
"27125",447,851,11700,2011
"27127",1183,2051,32495,2011
"27129",1179,2159,36071,2011
"27131",5246,9658,236419,2011
"27133",767,1487,24426,2011
"27135",919,1803,43339,2011
"27137",14608,24133,533482,2011
"27139",15471,29832,790715,2011
"27141",10934,19553,406794,2011
"27143",1095,2207,33811,2011
"27145",14695,24595,470762,2011
"27147",3098,5983,112532,2011
"27149",783,1399,27859,2011
"27151",771,1471,25112,2011
"27153",1919,3743,58551,2011
"27155",307,527,8329,2011
"27157",1699,3159,72706,2011
"27159",1307,2499,33911,2011
"27161",1711,3239,54624,2011
"27163",27652,52548,1515186,2011
"27165",827,1655,24467,2011
"27167",607,1227,22586,2011
"27169",3993,6471,132022,2011
"27171",12412,23234,548374,2011
"27173",807,1443,26927,2011
"28000",199505,414434,6485068,2011
"28001",2003,4199,80967,2011
"28003",2536,6025,82033,2011
"28005",1047,2271,34307,2011
"28007",1111,2511,31398,2011
"28009",819,1879,20643,2011
"28011",2223,4763,64783,2011
"28013",859,2135,22271,2011
"28015",871,1843,25827,2011
"28017",1195,2615,30410,2011
"28019",607,1355,16767,2011
"28021",1087,2443,20609,2011
"28023",1283,2927,41655,2011
"28025",1275,2559,36834,2011
"28027",1527,3255,35369,2011
"28029",1935,3907,57527,2011
"28031",1531,3447,42356,2011
"28033",20008,44104,767366,2011
"28035",10932,21269,311861,2011
"28037",499,1195,15484,2011
"28039",1786,3932,62134,2011
"28041",679,1527,19814,2011
"28043",1667,3539,50095,2011
"28045",5226,11079,188556,2011
"28047",29081,56982,930323,2011
"28049",22852,42501,641955,2011
"28051",1187,2467,27412,2011
"28053",683,1319,13480,2011
"28055",49,115,1051,2011
"28057",1875,4031,52125,2011
"28059",14637,31345,516413,2011
"28061",1411,3075,39147,2011
"28063",539,1259,12771,2011
"28065",879,1843,23565,2011
"28067",4958,10376,149436,2011
"28069",531,1099,16682,2011
"28071",5835,10751,219903,2011
"28073",8896,18840,340707,2011
"28075",6174,12702,247614,2011
"28077",843,1931,25199,2011
"28079",1283,2983,37261,2011
"28081",8446,17807,299680,2011
"28083",2112,4264,52490,2011
"28085",2131,4863,68930,2011
"28087",6232,12598,218253,2011
"28089",13706,27402,722166,2011
"28091",1531,3403,-21979,2011
"28093",3493,7191,93295,2011
"28095",2299,4719,66747,2011
"28097",819,1835,20404,2011
"28099",1867,3871,59428,2011
"28101",1471,3363,45658,2011
"28103",623,1267,15371,2011
"28105",5361,9083,166783,2011
"28107",2495,5451,67832,2011
"28109",4148,9086,136002,2011
"28111",1023,2167,30649,2011
"28113",3131,6615,84136,2011
"28115",2291,5475,58411,2011
"28117",1659,3895,45254,2011
"28119",675,1531,13771,2011
"28121",16247,32395,630031,2011
"28123",2035,4731,57249,2011
"28125",407,811,9802,2011
"28127",2043,4451,58121,2011
"28129",1035,2375,31453,2011
"28131",1623,3543,54108,2011
"28133",1851,4023,44646,2011
"28135",915,2023,21387,2011
"28137",2515,5563,78486,2011
"28139",1395,3431,35451,2011
"28141",1283,2975,37823,2011
"28143",1555,3343,38799,2011
"28145",2143,5163,64501,2011
"28147",1115,2491,28471,2011
"28149",4038,8762,144960,2011
"28151",3618,7450,104925,2011
"28153",995,2143,27707,2011
"28155",751,1711,23401,2011
"28157",551,1175,15629,2011
"28159",1151,2531,34033,2011
"28161",1055,2127,29622,2011
"28163",1567,3375,37737,2011
"29000",439882,831691,16096802,2011
"29001",2642,4996,68485,2011
"29003",2079,4139,91863,2011
"29005",383,675,11011,2011
"29007",2043,3875,55019,2011
"29009",3296,7173,101584,2011
"29011",987,2175,26342,2011
"29013",1311,2759,38099,2011
"29015",1943,3763,70087,2011
"29017",1031,2055,28802,2011
"29019",20021,33209,741765,2011
"29021",8551,16648,271878,2011
"29023",3953,7879,113975,2011
"29025",751,1651,27258,2011
"29027",4515,8303,136995,2011
"29029",5013,9635,222864,2011
"29031",7601,14324,260498,2011
"29033",619,1335,16311,2011
"29035",527,1219,14648,2011
"29037",10566,21590,471596,2011
"29039",1299,2971,37923,2011
"29041",515,1091,15349,2011
"29043",11462,23653,502758,2011
"29045",451,907,12805,2011
"29047",29657,55376,1212393,2011
"29049",2347,4919,86488,2011
"29051",7508,13883,246295,2011
"29053",1735,3295,57345,2011
"29055",2227,4771,58288,2011
"29057",655,1279,19085,2011
"29059",1607,3415,47143,2011
"29061",723,1571,22663,2011
"29063",1003,1963,31497,2011
"29065",1067,2099,30807,2011
"29067",1007,2171,29182,2011
"29069",2507,5443,59689,2011
"29071",7798,14962,294924,2011
"29073",1295,2439,37138,2011
"29075",535,1199,16331,2011
"29077",31379,58240,993098,2011
"29079",775,1543,23310,2011
"29081",683,1499,17647,2011
"29083",2143,4523,70013,2011
"29085",839,1879,25666,2011
"29087",407,759,10044,2011
"29089",911,1843,29119,2011
"29091",3244,6756,102510,2011
"29093",1019,2087,27381,2011
"29095",60145,103161,2215748,2011
"29097",11753,23256,366636,2011
"29099",18506,34516,680618,2011
"29101",8805,17615,280339,2011
"29103",415,947,11239,2011
"29105",3365,7260,97373,2011
"29107",2711,5411,92899,2011
"29109",3696,8140,108869,2011
"29111",875,1571,24772,2011
"29113",5047,10191,171788,2011
"29115",959,1891,27080,2011
"29117",1111,2179,35404,2011
"29119",2347,5451,61847,2011
"29121",1079,1999,30819,2011
"29123",1111,2375,29490,2011
"29125",795,1643,21950,2011
"29127",2444,4846,71921,2011
"29129",291,655,7619,2011
"29131",2283,4699,66048,2011
"29133",887,1739,21039,2011
"29135",1263,2731,39955,2011
"29137",703,1431,18409,2011
"29139",1139,2379,33029,2011
"29141",2003,3855,65017,2011
"29143",1379,3099,36737,2011
"29145",6507,14053,207855,2011
"29147",1787,3063,56311,2011
"29149",927,2259,24579,2011
"29151",987,1839,29230,2011
"29153",719,1591,22707,2011
"29155",1327,2947,35231,2011
"29157",1255,2379,36154,2011
"29159",4119,8521,126534,2011
"29161",4580,8969,157488,2011
"29163",1147,2335,31907,2011
"29165",17406,32191,831514,2011
"29167",2967,6379,80417,2011
"29169",11734,29088,414767,2011
"29171",463,887,13219,2011
"29173",871,1883,31867,2011
"29175",2007,3967,59658,2011
"29177",2167,4335,66959,2011
"29179",395,791,7839,2011
"29181",1266,2693,26997,2011
"29183",34826,65107,1729875,2011
"29185",839,1803,23304,2011
"29186",1427,2743,47425,2011
"29187",5722,11200,177995,2011
"29189",89250,164256,3981860,2011
"29195",1827,3511,54267,2011
"29197",239,495,6775,2011
"29199",343,691,8667,2011
"29201",3512,6804,96364,2011
"29203",491,1087,13667,2011
"29205",431,963,9908,2011
"29207",2291,4623,63634,2011
"29209",4209,8407,183760,2011
"29211",639,1387,16220,2011
"29213",8118,15921,267235,2011
"29215",2084,4816,60485,2011
"29217",1519,3151,48932,2011
"29219",3439,6927,123576,2011
"29221",1663,3619,39530,2011
"29223",1071,2135,27940,2011
"29225",3579,7431,103736,2011
"29227",147,271,5513,2011
"29229",1411,3099,36352,2011
"29510",50527,81353,1656006,2011
"30000",77855,140086,2829916,2011
"30001",1067,1779,29075,2011
"30003",923,2159,27925,2011
"30005",487,1059,12811,2011
"30007",659,1315,37407,2011
"30009",1406,2487,58940,2011
"30011",41,63,1257,2011
"30013",10299,19587,345585,2011
"30015",427,819,14023,2011
"30017",1131,2211,41655,2011
"30019",195,379,8057,2011
"30021",919,1843,31147,2011
"30023",887,1715,29752,2011
"30025",379,807,14778,2011
"30027",1019,1827,33079,2011
"30029",8889,15815,373757,2011
"30031",14641,23367,516689,2011
"30033",139,307,4211,2011
"30035",1007,1895,27324,2011
"30037",27,79,1023,2011
"30039",343,663,25023,2011
"30041",1720,3226,56466,2011
"30043",1347,2559,60291,2011
"30045",191,335,5413,2011
"30047",2812,5468,100608,2011
"30049",7581,13706,299784,2011
"30051",71,153,3139,2011
"30053",1884,3900,65434,2011
"30055",147,243,5267,2011
"30057",835,1455,39925,2011
"30059",179,355,11851,2011
"30061",539,971,16055,2011
"30063",14773,23204,467921,2011
"30065",683,1563,31596,2011
"30067",2126,3372,87384,2011
"30069",21,39,635,2011
"30071",339,607,9537,2011
"30073",575,1155,15937,2011
"30075",207,323,7035,2011
"30077",719,1391,23390,2011
"30079",107,191,3499,2011
"30081",4759,9023,179796,2011
"30083",1479,2735,56678,2011
"30085",811,1595,25125,2011
"30087",899,1951,33377,2011
"30089",1051,2151,59501,2011
"30091",403,735,14759,2011
"30093",3340,5977,106059,2011
"30095",1059,2059,46464,2011
"30097",379,811,15115,2011
"30099",599,1163,19266,2011
"30101",467,891,16069,2011
"30103",45,119,2387,2011
"30105",719,1519,28099,2011
"30107",207,399,7095,2011
"30109",103,187,3025,2011
"30111",14200,26317,553373,2011
"31000",134041,250061,5068921,2011
"31001",2723,4859,90248,2011
"31003",483,1007,14319,2011
"31005",-5,-5,-5,2011
"31007",33,57,823,2011
"31009",27,51,677,2011
"31011",391,719,14565,2011
"31013",999,2251,37520,2011
"31015",103,195,3511,2011
"31017",231,395,6613,2011
"31019",5585,9721,195934,2011
"31021",707,1443,24963,2011
"31023",743,1263,24345,2011
"31025",2715,5515,117079,2011
"31027",587,1131,20371,2011
"31029",363,795,12247,2011
"31031",619,1151,20922,2011
"31033",991,1975,43367,2011
"31035",551,1151,19388,2011
"31037",1119,2627,33224,2011
"31039",743,1527,25168,2011
"31041",995,1911,27643,2011
"31043",2275,4883,66261,2011
"31045",915,1623,30361,2011
"31047",2427,5073,74801,2011
"31049",251,551,7179,2011
"31051",487,1123,15297,2011
"31053",3371,6679,105698,2011
"31055",50036,87475,2173102,2011
"31057",147,311,4119,2011
"31059",499,911,20903,2011
"31061",343,707,11299,2011
"31063",255,511,9517,2011
"31065",507,1087,14766,2011
