"d_fips","n_return_in","n_exempt_in","agi","year"
"04000",431972,857302,24049492,2013
"04001",8257,19595,253552,2013
"04003",15725,34871,646485,2013
"04005",17954,33199,813165,2013
"04007",6356,12288,271094,2013
"04009",3097,7460,131436,2013
"04011",1370,3034,74781,2013
"04012",2677,5137,96240,2013
"04013",312130,608840,19313820,2013
"04015",26070,50417,1112679,2013
"04017",11992,27654,462600,2013
"04019",78165,146512,4306811,2013
"04021",58975,128475,2897441,2013
"04023",4069,9105,248242,2013
"04025",33867,61888,1848234,2013
"04027",18468,39443,754354,2013
"05000",222190,465185,9777583,2013
"05001",1404,3015,42449,2013
"05003",1400,2999,47914,2013
"05005",4907,10119,203644,2013
"05007",33600,73435,1901051,2013
"05009",3796,7808,134415,2013
"05011",893,2051,25944,2013
"05013",469,1002,20004,2013
"05015",3396,6540,122871,2013
"05017",1018,2137,30464,2013
"05019",2042,4123,65352,2013
"05021",1396,3049,45274,2013
"05023",3095,6810,173423,2013
"05025",600,1365,19673,2013
"05027",1711,3767,64122,2013
"05029",2019,4281,69211,2013
"05031",11497,24143,443489,2013
"05033",6474,14274,225997,2013
"05035",4862,10352,141158,2013
"05037",1525,3302,45655,2013
"05039",714,1592,20535,2013
"05041",1002,2267,28692,2013
"05043",1870,3844,58822,2013
"05045",14017,28764,596569,2013
"05047",1632,3629,47799,2013
"05049",1383,3006,47402,2013
"05051",11772,23275,540501,2013
"05053",1860,4234,71631,2013
"05055",4092,8725,133594,2013
"05057",2041,4684,60855,2013
"05059",3554,7655,120721,2013
"05061",1200,2815,34714,2013
"05063",3183,7225,105296,2013
"05065",1525,3197,59365,2013
"05067",1241,2662,37182,2013
"05069",5498,11015,166435,2013
"05071",2101,4761,100303,2013
"05073",578,1123,18049,2013
"05075",1608,3409,48225,2013
"05077",758,1580,20640,2013
"05079",915,2025,27113,2013
"05081",1228,2585,42238,2013
"05083",2014,4535,64065,2013
"05085",10484,23062,418059,2013
"05087",1720,3661,58662,2013
"05089",2081,4448,76043,2013
"05091",5542,11662,191525,2013
"05093",3474,7371,111576,2013
"05095",735,1484,20745,2013
"05097",819,1686,36389,2013
"05099",789,1742,24328,2013
"05101",824,1665,28492,2013
"05103",1801,3703,57528,2013
"05105",1452,2892,55395,2013
"05107",1577,3307,44876,2013
"05109",1193,2568,41483,2013
"05111",2378,5194,66177,2013
"05113",1590,3657,58289,2013
"05115",5843,12847,232232,2013
"05117",599,1277,18371,2013
"05119",42507,81765,2942524,2013
"05121",1525,3380,54060,2013
"05123",1935,4058,47600,2013
"05125",15308,32617,688180,2013
"05127",999,2243,30147,2013
"05129",701,1467,14559,2013
"05131",13162,27382,532233,2013
"05133",1451,3307,41595,2013
"05135",2275,5026,79594,2013
"05137",1283,2689,44546,2013
"05139",3246,6882,145630,2013
"05141",1927,4018,74710,2013
"05143",26297,52283,1134909,2013
"05145",7633,16831,277475,2013
"05147",622,1361,14427,2013
"05149",2254,5073,66688,2013
"06000",2226080,4204357,142489456,2013
"06001",181041,316042,13062834,2013
"06003",177,306,6343,2013
"06005",4212,7983,228895,2013
"06007",17612,31795,708558,2013
"06009",5389,10256,287086,2013
"06011",1583,3557,65166,2013
"06013",112858,218112,9294263,2013
"06015",2247,4365,84504,2013
"06017",23195,43470,1533583,2013
"06019",52812,114051,1956055,2013
"06021",2309,5002,70955,2013
"06023",10703,18272,378736,2013
"06025",10556,25050,327784,2013
"06027",2114,3754,98728,2013
"06029",49392,111365,1906162,2013
"06031",13111,29569,443325,2013
"06033",6332,11915,255599,2013
"06035",2246,4577,89148,2013
"06037",497602,865559,28968665,2013
"06039",11287,26109,448415,2013
"06041",30508,52427,4087629,2013
"06043",2249,3881,110133,2013
"06045",6924,11864,314107,2013
"06047",16936,42150,576366,2013
"06049",907,1761,30616,2013
"06051",2155,3690,79206,2013
"06053",36840,80925,1929758,2013
"06055",14994,28055,999819,2013
"06057",13494,23460,969324,2013
"06059",237434,447641,15595765,2013
"06061",50673,98289,3282430,2013
"06063",2252,4065,124302,2013
"06065",212593,461638,10446182,2013
"06067",123025,228215,6025381,2013
"06069",6319,14180,325647,2013
"06071",184906,404602,7288979,2013
"06073",274053,501542,15039006,2013
"06075",136970,180407,13842969,2013
"06077",52727,116751,2437604,2013
"06079",28146,50299,1795186,2013
"06081",88878,153436,12204792,2013
"06083",36021,66891,2190954,2013
"06085",150261,272590,15367022,2013
"06087",26472,47671,2370074,2013
"06089",15995,30747,646047,2013
"06091",389,726,16958,2013
"06093",3917,7568,156360,2013
"06095",48434,94597,2338408,2013
"06097",41502,70686,2772822,2013
"06099",35308,78069,1451658,2013
"06101",9478,20603,334170,2013
"06103",6042,12742,226914,2013
"06105",1276,2230,48583,2013
"06107",23092,55854,946693,2013
"06109",5320,9957,246582,2013
"06111",66155,131307,4490988,2013
"06113",23665,43109,1509517,2013
"06115",10516,23255,388258,2013
"08000",655135,1233865,38922847,2013
"08001",82978,171771,3450361,2013
"08003",2041,4259,70952,2013
"08005",120656,231922,6780293,2013
"08007",2235,4160,136450,2013
"08009",334,753,13021,2013
"08011",329,687,8800,2013
"08013",49789,83786,3291054,2013
"08014",27709,49723,1768292,2013
"08015",3057,5523,178163,2013
"08017",316,593,9369,2013
"08019",1945,3163,107739,2013
"08021",566,1337,21179,2013
"08023",391,777,11238,2013
"08025",299,648,9294,2013
"08027",857,1737,56425,2013
"08029",3343,6875,142973,2013
"08031",152722,250307,8979720,2013
"08033",165,364,6983,2013
"08035",57053,119717,7107641,2013
"08037",10058,16012,856797,2013
"08039",4608,9832,306518,2013
"08041",96466,207405,4349108,2013
"08043",5065,9646,226836,2013
"08045",7772,14975,381987,2013
"08047",1391,2423,68956,2013
"08049",3008,4953,151170,2013
"08051",2712,4390,145209,2013
"08053",123,191,8057,2013
"08055",910,1712,43193,2013
"08057",201,472,7687,2013
"08059",94637,166624,5408498,2013
"08061",85,201,2713,2013
"08063",863,1680,29643,2013
"08065",1467,2597,56899,2013
"08067",8437,14482,488050,2013
"08069",47607,85303,2634015,2013
"08071",1447,2612,60032,2013
"08073",693,1405,24579,2013
"08075",2038,4035,76820,2013
"08077",15964,30343,726519,2013
"08079",122,222,7545,2013
"08081",1573,3181,49235,2013
"08083",3477,6579,178548,2013
"08085",4905,10141,215397,2013
"08087",2956,6546,111446,2013
"08089",1716,3374,58178,2013
"08091",990,1753,66581,2013
"08093",3402,6423,206645,2013
"08095",617,1411,27880,2013
"08097",3858,5809,664992,2013
"08099",1006,2147,36948,2013
"08101",13551,27442,576088,2013
"08103",1026,2277,45919,2013
"08105",1660,3519,61254,2013
"08107",4759,7837,433869,2013
"08109",762,1483,23926,2013
"08111",91,149,8689,2013
"08113",1659,2727,137011,2013
"08115",253,494,6884,2013
"08117",7672,11357,640998,2013
"08119",4955,10269,293501,2013
"08121",571,1276,23422,2013
"08123",38995,82023,2089726,2013
"08125",1197,2558,52291,2013
"09000",203769,350365,15438550,2013
"09001",70477,127000,9157528,2013
"09003",61541,104353,3593153,2013
"09005",16955,28700,1150890,2013
"09007",19379,31736,1316528,2013
"09009",61564,103751,3384686,2013
"09011",25133,45069,1300890,2013
"09013",16756,27825,882959,2013
"09015",9822,16228,402065,2013
"10000",61997,116838,3433869,2013
"10001",18972,37060,781301,2013
"10003",43245,80306,2408476,2013
"10005",24768,46628,1606932,2013
"11000",87510,124102,5844615,2013
"11001",119329,169097,7948228,2013
"12000",1932241,3540789,119405645,2013
"12001",33651,59123,1482899,2013
"12003",2488,5227,102741,2013
"12005",27818,54750,1294858,2013
"12007",3003,5934,92998,2013
"12009",63750,118834,3426280,2013
"12011",254804,436833,13064002,2013
"12013",1393,2821,39150,2013
"12015",32067,57705,1892227,2013
"12017",20792,38865,1047820,2013
"12019",34128,72205,1588596,2013
"12021",54952,101767,10289810,2013
"12023",7886,15658,287197,2013
"12027",3417,7310,106634,2013
"12029",1598,3399,50304,2013
"12031",111538,203110,6526889,2013
"12033",42514,80409,2000178,2013
"12035",18558,36306,1304643,2013
"12037",1366,2399,164712,2013
"12039",5092,9799,155008,2013
"12041",2455,5275,78988,2013
"12043",2173,4867,86034,2013
"12045",2070,4341,130005,2013
"12047",1425,3113,40854,2013
"12049",2694,6285,76370,2013
"12051",5298,12670,170475,2013
"12053",26275,50231,1058075,2013
"12055",13507,25557,514834,2013
"12057",177094,331372,8731622,2013
"12059",1916,4199,64446,2013
"12061",21549,39481,2061177,2013
"12063",4455,9325,148927,2013
"12065",1886,3609,60652,2013
"12067",667,1576,21275,2013
"12069",55009,106190,2480165,2013
"12071",99971,184846,9036783,2013
"12073",35907,61897,1387883,2013
"12075",5954,11927,229551,2013
"12077",626,1198,19596,2013
"12079",1716,3652,58948,2013
"12081",59253,111749,3806525,2013
"12083",45562,85447,2021985,2013
"12085",26545,49077,2983934,2013
"12086",211184,352158,14169566,2013
"12087",18999,31799,1905146,2013
"12089",11746,23192,925353,2013
"12091",38643,76287,1929896,2013
"12093",4340,8454,160681,2013
"12095",186650,344131,8157091,2013
"12097",57939,120929,2133496,2013
"12099",172156,296972,18479154,2013
"12101",77646,149669,3392179,2013
"12103",124791,208668,7375933,2013
"12105",78980,156271,3247677,2013
"12107",8222,16483,285180,2013
"12109",39433,81905,3368912,2013
"12111",42964,79876,2391581,2013
"12113",28449,59826,1430187,2013
"12115",65399,115309,5373167,2013
"12117",77531,144288,3458037,2013
"12119",26539,46248,2180937,2013
"12121",4857,9952,153100,2013
"12123",2021,4152,72307,2013
"12125",1439,3033,41329,2013
"12127",68677,125515,3219624,2013
"12129",3971,7606,157482,2013
"12131",12837,25784,1487084,2013
"12133",2854,6068,85585,2013
"13000",1087716,2221528,49120208,2013
"13001",1589,3670,46073,2013
"13003",766,1774,19959,2013
"13005",861,1861,20506,2013
"13007",276,572,7469,2013
"13009",3972,7983,129761,2013
"13011",2554,6062,85341,2013
"13013",11182,24499,412609,2013
"13015",12149,26407,461348,2013
"13017",1853,3906,46412,2013
"13019",2268,4814,66981,2013
"13021",16141,31567,625333,2013
"13023",964,2073,27291,2013
"13025",1756,3903,47986,2013
"13027",2150,4574,54518,2013
"13029",7654,19046,410802,2013
"13031",7963,15531,270200,2013
"13033",2522,5453,78783,2013
"13035",2910,6440,84053,2013
"13037",453,1049,11218,2013
"13039",9381,20708,362858,2013
"13043",1120,2671,31678,2013
"13045",13598,30927,477170,2013
"13047",8438,17945,304317,2013
"13049",877,1956,24061,2013
"13051",41067,77285,1924973,2013
"13053",4061,10659,135887,2013
"13055",1627,3611,45472,2013
"13057",33696,69642,2021847,2013
"13059",17352,30662,605166,2013
"13061",299,666,9639,2013
"13063",58317,124867,1444207,2013
"13065",567,1226,12257,2013
"13067",120140,232465,6507673,2013
"13069",3334,7477,95338,2013
"13071",3635,7973,84554,2013
"13073",23515,53165,1225990,2013
"13075",2021,4487,64636,2013
"13077",20765,50660,1074431,2013
"13079",1367,2908,41756,2013
"13081",2323,4863,65945,2013
"13083",1675,3433,68273,2013
"13085",3470,7087,159088,2013
"13087",2491,5451,77798,2013
"13089",149310,270095,6516968,2013
"13091",1468,3221,40216,2013
"13093",1071,2211,30515,2013
"13095",10560,21664,318184,2013
"13097",25949,54999,848224,2013
"13099",905,1917,21789,2013
"13101",439,1216,18215,2013
"13103",8050,17746,342019,2013
"13105",1643,3730,47395,2013
"13107",1919,4350,50929,2013
"13109",1197,2637,30119,2013
"13111",3015,6049,175977,2013
"13113",17919,41103,1088596,2013
"13115",7845,16754,276321,2013
"13117",31203,73372,2409831,2013
"13119",2803,6639,83685,2013
"13121",208502,370710,13668566,2013
"13123",3619,7624,170189,2013
"13125",224,520,7542,2013
"13127",10275,20448,618012,2013
"13129",5313,12998,174250,2013
"13131",2476,5451,69876,2013
"13133",2259,4589,262881,2013
"13135",120436,256009,5001766,2013
"13137",4211,9496,163499,2013
"13139",21083,44559,1105998,2013
"13141",625,1181,20948,2013
"13143",3183,7247,99255,2013
"13145",4742,10544,254563,2013
"13147",2513,5814,92527,2013
"13149",1329,3105,41168,2013
"13151",34562,72623,1236299,2013
"13153",20574,44683,807850,2013
"13155",1167,2619,49191,2013
"13157",8833,19299,384529,2013
"13159",1669,3673,58018,2013
"13161",1268,3034,32462,2013
"13163",1244,2712,33645,2013
"13165",626,1531,16870,2013
"13167",673,1466,18810,2013
"13169",3400,7402,125123,2013
"13171",2298,5082,75526,2013
"13173",1829,4091,55912,2013
"13175",3974,8280,139710,2013
"13177",4752,10608,204660,2013
"13179",18454,43307,549691,2013
"13181",678,1525,28338,2013
"13183",3786,9759,117978,2013
"13185",15213,31136,485579,2013
"13187",4293,8758,173410,2013
"13189",1979,4633,60331,2013
"13191",1584,3143,75967,2013
"13193",1056,2173,30194,2013
"13195",3229,7502,109465,2013
"13197",900,2142,24026,2013
"13199",3180,7763,91782,2013
"13201",518,1162,17822,2013
"13205",1916,4343,52227,2013
"13207",3440,7379,161042,2013
"13209",858,1844,27486,2013
"13211",2090,4399,95920,2013
"13213",3750,9681,102722,2013
"13215",39419,76040,1336485,2013
"13217",16182,35247,537717,2013
"13219",4992,11723,333589,2013
"13221",1685,3544,55296,2013
"13223",21075,45645,833530,2013
"13225",4522,9302,161567,2013
"13227",4260,8660,230575,2013
"13229",2207,5186,67517,2013
"13231",2113,4826,90385,2013
"13233",3256,7232,91840,2013
"13235",966,2353,30592,2013
"13237",2768,5772,155602,2013
"13239",322,735,8029,2013
"13241",1656,3174,256500,2013
"13243",710,1408,19283,2013
"13245",27930,55544,958259,2013
"13247",16625,35664,543602,2013
"13249",524,1331,26018,2013
"13251",1174,2701,43611,2013
"13253",1020,2193,35381,2013
"13255",8593,18504,292875,2013
"13257",2321,4902,88395,2013
"13259",555,1134,17064,2013
"13261",2666,5361,68017,2013
"13263",813,1776,23013,2013
"13265",179,379,6835,2013
"13267",2385,5692,67372,2013
"13269",788,1682,23000,2013
"13271",1023,2339,24400,2013
"13273",994,2033,30485,2013
"13275",5128,10620,278239,2013
"13277",4752,10042,157289,2013
"13279",2898,6323,101370,2013
"13281",1858,3606,91265,2013
"13283",587,1336,16934,2013
"13285",7543,16345,232199,2013
"13287",954,2006,23492,2013
"13289",935,2123,30401,2013
"13291",3091,6131,165273,2013
"13293",2291,5261,65272,2013
"13295",7011,15327,231295,2013
"13297",11301,24654,448572,2013
"13299",3702,7914,105636,2013
"13301",475,974,15247,2013
"13303",1275,2744,38783,2013
"13305",2717,6299,84973,2013
"13307",199,471,5747,2013
"13309",497,1129,12991,2013
"13311",3608,7548,140761,2013
"13313",8309,19190,269936,2013
"13315",629,1400,16347,2013
"13317",776,1907,26095,2013
"13319",965,2015,29103,2013
"13321",2731,5910,75190,2013
"15000",93836,184179,5152220,2013
"15001",16919,30549,1170740,2013
"15003",93186,190985,4540329,2013
"15007",6751,11669,613171,2013
"15009",15390,25840,981991,2013
"16000",135673,294659,6775317,2013
"16001",48763,99532,2577222,2013
"16003",543,1035,26251,2013
"16005",7862,17302,283811,2013
"16007",656,1610,32784,2013
"16009",1070,2083,42025,2013
"16011",3988,9918,165306,2013
"16013",2856,5169,1182352,2013
"16015",1307,2514,61218,2013
"16017",5977,12151,319670,2013
"16019",11909,27833,533191,2013
"16021",1380,2877,97643,2013
"16023",225,492,7767,2013
"16025",108,230,3694,2013
"16027",24457,54937,900143,2013
"16029",617,1537,24351,2013
"16031",2482,6665,84509,2013
"16033",-9,-9,-9,2013
"16035",1009,2184,40220,2013
"16037",573,1167,23498,2013
"16039",4824,10608,166606,2013
"16041",1180,2978,54305,2013
"16043",1506,3804,91640,2013
"16045",2240,4948,98831,2013
"16047",1739,4387,55554,2013
"16049",1510,3344,73439,2013
"16051",3317,8697,138089,2013
"16053",3151,8271,92978,2013
"16055",17809,35620,922558,2013
"16057",5527,10084,224096,2013
"16059",988,1868,42656,2013
"16061",713,1538,24106,2013
"16063",735,2011,24621,2013
"16065",5085,12380,157348,2013
"16067",2484,6119,88361,2013
"16069",4945,9412,189542,2013
"16071",373,904,15637,2013
"16073",1450,3780,53415,2013
"16075",3253,7511,131636,2013
"16077",716,1838,25117,2013
"16079",1400,2733,56275,2013
"16081",1909,3780,110184,2013
"16083",9260,21459,366494,2013
"16085",1896,3489,127526,2013
"16087",1230,2848,51385,2013
"17000",761612,1425843,42797946,2013
"17001",4483,8484,192944,2013
"17003",582,1285,14939,2013
"17005",1477,3000,59607,2013
"17007",6281,13406,298351,2013
"17009",461,912,15588,2013
"17011",3250,6200,119614,2013
"17013",252,528,11606,2013
"17015",1443,2621,63601,2013
"17017",1134,2450,33368,2013
"17019",19380,34298,787585,2013
"17021",2690,5060,111103,2013
"17023",1424,3062,51439,2013
"17025",1081,2122,35363,2013
"17027",3406,6457,132036,2013
"17029",4654,8466,156879,2013
"17031",325096,545474,20083489,2013
"17033",1294,2520,56665,2013
"17035",1109,2286,43326,2013
"17037",11907,21097,434250,2013
"17039",1687,3179,84453,2013
"17041",2141,4198,80653,2013
"17043",107591,209192,7528981,2013
"17045",1222,2369,39320,2013
"17047",584,1174,19242,2013
"17049",2871,5305,119990,2013
"17051",1448,2968,46061,2013
"17053",1478,2831,45059,2013
"17055",3263,6400,108838,2013
"17057",2646,4893,95615,2013
"17059",425,1009,15246,2013
"17061",1035,2159,33861,2013
"17063",6704,13355,318744,2013
"17065",643,1420,23987,2013
"17067",1709,3355,60764,2013
"17069",304,593,10994,2013
"17071",736,1305,26651,2013
"17073",4479,8758,188461,2013
"17075",2506,5096,86449,2013
"17077",6945,11719,200651,2013
"17079",838,1530,28344,2013
"17081",3468,6966,133637,2013
"17083",2011,3808,88919,2013
"17085",2505,4344,110545,2013
"17087",1123,2299,55718,2013
"17089",54857,115832,3039953,2013
"17091",7750,15112,300917,2013
"17093",17962,38970,982698,2013
"17095",4263,8032,164844,2013
"17097",66671,136106,5509943,2013
"17099",9280,17635,388283,2013
"17101",1301,2498,45000,2013
"17103",3278,6027,122315,2013
"17105",3054,5771,114771,2013
"17107",2373,4514,85117,2013
"17109",2914,4895,97490,2013
"17111",30831,59968,1792156,2013
"17113",17490,32226,953380,2013
"17115",7794,15024,390607,2013
"17117",4169,8426,156387,2013
"17119",21071,39837,1033848,2013
"17121",3324,6402,113001,2013
"17123",1270,2622,54002,2013
"17125",1451,2948,52547,2013
"17127",1487,2984,44790,2013
"17129",1457,2704,66219,2013
"17131",1536,3116,65276,2013
"17133",3480,6543,183692,2013
"17135",2210,4311,87310,2013
"17137",3001,5710,109098,2013
"17139",1663,3280,60744,2013
"17141",5011,9758,209829,2013
"17143",18902,34907,994787,2013
"17145",1603,3079,52228,2013
"17147",1934,3890,93105,2013
"17149",970,1972,35584,2013
"17151",351,684,15259,2013
"17153",509,1067,16845,2013
"17155",676,1313,31266,2013
"17157",2253,4505,73232,2013
"17159",1411,2802,45272,2013
"17161",12523,23524,508913,2013
"17163",24259,49684,1043328,2013
"17165",2018,3885,68849,2013
"17167",15753,28409,688843,2013
"17169",700,1290,25417,2013
"17171",479,969,13477,2013
"17173",1938,3905,69856,2013
"17175",645,1196,24395,2013
"17177",3552,6679,127193,2013
"17179",13056,24447,662178,2013
"17181",1307,2614,46785,2013
"17183",5271,10140,173307,2013
"17185",884,1787,35378,2013
"17187",1690,3472,59293,2013
"17189",1388,2719,47775,2013
"17191",1011,2041,32882,2013
"17193",1137,2293,40909,2013
"17195",4424,8231,163906,2013
"17197",66121,135977,3872454,2013
"17199",7635,14596,311102,2013
"17201",21261,41161,867683,2013
"17203",4660,9293,255109,2013
"18000",475847,940853,21169929,2013
"18001",2066,4206,66573,2013
"18003",26578,52024,1171535,2013
"18005",8925,19194,455531,2013
"18007",1031,2246,34896,2013
"18009",1269,2468,42260,2013
"18011",9087,19292,744237,2013
"18013",2236,4488,101715,2013
"18015",2531,5226,96798,2013
"18017",3589,8769,110672,2013
"18019",15581,31922,599418,2013
"18021",2762,5737,96261,2013
"18023",2784,5725,92784,2013
"18025",1223,2590,41425,2013
"18027",2213,4796,76653,2013
"18029",5267,10390,218088,2013
"18031",2881,5603,103761,2013
"18033",4385,9060,163954,2013
"18035",9273,17059,330164,2013
"18037",3065,6027,132843,2013
"18039",16033,33728,629814,2013
"18041",1830,3734,60141,2013
"18043",10764,21161,451974,2013
"18045",1765,3853,57614,2013
"18047",2363,4990,111992,2013
"18049",2058,4327,65225,2013
"18051",3467,6913,137809,2013
"18053",5119,10422,173340,2013
"18055",2969,5879,104636,2013
"18057",44006,89279,3483492,2013
"18059",10483,21487,543925,2013
"18061",3772,7758,155660,2013
"18063",23109,46706,1125486,2013
"18065",4491,8883,156370,2013
"18067",7448,14984,277055,2013
"18069",3219,6060,118490,2013
"18071",4862,11898,169583,2013
"18073",3503,7046,159848,2013
"18075",1607,3305,45040,2013
"18077",3134,6346,110252,2013
"18079",2906,6578,90549,2013
"18081",22540,45557,1068483,2013
"18083",2824,5170,91121,2013
"18085",7562,15779,339456,2013
"18087",3305,7297,139839,2013
"18089",39064,78898,1607107,2013
"18091",9039,17632,412116,2013
"18093",3459,6930,131678,2013
"18095",11645,22565,395043,2013
"18097",100432,181059,4293470,2013
"18099",4201,8944,206508,2013
"18101",875,1747,31030,2013
"18103",3545,7080,113010,2013
"18105",15422,25393,655750,2013
"18107",3775,8542,131270,2013
"18109",8808,18050,362420,2013
"18111",1831,4035,67919,2013
"18113",4876,10211,186929,2013
"18115",746,1574,26081,2013
"18117",1809,3540,58822,2013
"18119",2581,5588,118736,2013
"18121",1649,3310,53912,2013
"18123",1407,2974,48921,2013
"18125",1045,2141,40740,2013
"18127",18637,36907,895243,2013
"18129",2439,4990,109950,2013
"18131",1176,2491,40298,2013
"18133",4080,8109,163085,2013
"18135",2375,5249,69122,2013
"18137",2937,6169,135694,2013
"18139",1799,3567,59981,2013
"18141",22529,43283,999778,2013
"18143",2251,4752,72276,2013
"18145",5244,10793,190900,2013
"18147",1903,4033,73787,2013
"18149",2261,4858,87683,2013
"18151",3971,7538,207696,2013
"18153",1665,3640,56762,2013
"18155",1095,2531,41371,2013
"18157",18528,35831,787509,2013
"18159",1761,3391,62920,2013
"18161",777,1573,25813,2013
"18163",16768,30852,689950,2013
"18165",1555,3136,55022,2013
"18167",8844,16369,331199,2013
"18169",2541,5235,90233,2013
"18171",936,1943,33761,2013
"18173",7810,16249,453804,2013
"18175",2736,5696,97090,2013
"18177",5132,10171,190357,2013
"18179",2841,6163,117556,2013
"18181",3171,6645,143810,2013
"18183",3578,7124,158817,2013
"19000",220077,419381,10376270,2013
"19001",829,1593,29252,2013
"19003",391,793,13147,2013
"19005",1232,2526,44540,2013
"19007",1147,2189,41799,2013
"19009",444,815,16483,2013
"19011",2543,5134,144672,2013
"19013",11213,20434,467018,2013
"19015",3070,5916,133602,2013
"19017",2750,5474,180185,2013
"19019",2006,3699,86830,2013
"19021",2328,4968,84925,2013
"19023",1487,2862,56737,2013
"19025",988,1954,52051,2013
"19027",1740,3343,73025,2013
"19029",1235,2470,48797,2013
"19031",2141,3995,88893,2013
"19033",4211,7701,208366,2013
"19035",1107,2125,35910,2013
"19037",1148,2111,49290,2013
"19039",1053,2324,38321,2013
"19041",1721,3132,66642,2013
"19043",1750,3242,65397,2013
"19045",4086,7423,140565,2013
"19047",1682,3572,55226,2013
"19049",15197,30034,1056030,2013
"19051",645,1493,23933,2013
"19053",762,1675,22862,2013
"19055",1436,2930,57250,2013
"19057",3817,7522,161539,2013
"19059",2344,4291,157284,2013
"19061",8141,15700,385480,2013
"19063",1013,2241,33420,2013
"19065",1806,3459,97424,2013
"19067",1540,2858,53876,2013
"19069",1003,2238,34999,2013
"19071",834,1605,29356,2013
"19073",932,1775,34901,2013
"19075",1357,2646,62801,2013
"19077",1372,2695,71757,2013
"19079",1754,3823,66099,2013
"19081",1092,2167,48193,2013
"19083",1707,3464,64575,2013
"19085",1317,2693,54396,2013
"19087",1973,4070,70911,2013
"19089",892,1617,37195,2013
"19091",833,1919,33208,2013
"19093",707,1253,32992,2013
"19095",1864,3553,78382,2013
"19097",1690,3309,66291,2013
"19099",3929,7716,147374,2013
"19101",1954,3236,76695,2013
"19103",18086,31451,878420,2013
"19105",1845,3484,75047,2013
"19107",895,1743,32255,2013
"19109",1296,2359,50628,2013
"19111",2796,5335,101351,2013
"19113",19498,35087,1365686,2013
"19115",1257,2492,41453,2013
"19117",831,1727,30012,2013
"19119",750,1526,28599,2013
"19121",1771,3916,97678,2013
"19123",1886,3858,72161,2013
"19125",2908,6102,173601,2013
"19127",3390,7084,116509,2013
"19129",1621,3427,114737,2013
"19131",961,1914,42809,2013
"19133",794,1529,34195,2013
"19135",567,1051,20470,2013
"19137",1009,2064,36981,2013
"19139",4098,8438,162005,2013
"19141",1555,3125,60044,2013
"19143",575,1257,19276,2013
"19145",1517,2977,62710,2013
"19147",877,1575,34623,2013
"19149",2296,4569,105866,2013
"19151",956,1977,40820,2013
"19153",48343,88948,2392497,2013
"19155",9017,17461,354535,2013
"19157",2044,4112,92777,2013
"19159",445,902,15376,2013
"19161",896,1805,29571,2013
"19163",18143,34581,975534,2013
"19165",1205,2466,45162,2013
"19167",2242,4876,103004,2013
"19169",10504,18091,444620,2013
"19171",1661,3282,62723,2013
"19173",634,1190,29811,2013
"19175",1270,2376,40832,2013
"19177",637,1206,21989,2013
"19179",3159,6505,108754,2013
"19181",6137,12011,309335,2013
"19183",2390,4852,86460,2013
"19185",576,1260,18304,2013
"19187",3249,6389,133601,2013
"19189",1316,2474,41350,2013
"19191",1768,3183,130081,2013
"19193",8301,16415,339594,2013
"19195",901,1899,33487,2013
"19197",1262,2905,48390,2013
"20000",228331,459015,10903671,2013
"20001",1210,2371,37900,2013
"20003",837,1696,28908,2013
"20005",1377,2854,42062,2013
"20007",651,1444,32024,2013
"20009",2381,4845,78268,2013
"20011",1400,2770,44937,2013
"20013",919,1898,35385,2013
"20015",7469,16301,424285,2013
"20017",207,443,9801,2013
"20019",327,822,11928,2013
"20021",1937,4049,60695,2013
"20023",298,599,12851,2013
"20025",220,506,4496,2013
"20027",1009,2235,43444,2013
"20029",959,1803,35535,2013
"20031",1046,1990,53045,2013
"20033",137,270,5898,2013
"20035",3301,7186,112770,2013
"20037",3380,6394,95609,2013
"20039",327,707,13070,2013
"20041",2665,6043,94342,2013
"20043",740,1593,23814,2013
"20045",15280,26252,716905,2013
"20047",256,594,10714,2013
"20049",295,567,12613,2013
"20051",3248,5621,114865,2013
"20053",681,1402,27594,2013
"20055",3866,8251,130401,2013
"20057",3620,7867,125388,2013
"20059",2799,5467,98746,2013
"20061",15793,36096,499683,2013
"20063",324,587,10620,2013
"20065",285,584,11293,2013
"20067",827,2036,32643,2013
"20069",646,1556,24912,2013
"20071",116,246,5878,2013
"20073",749,1563,29243,2013
"20075",303,815,-101381,2013
"20077",726,1603,27176,2013
"20079",3636,7437,169648,2013
"20081",399,911,16085,2013
"20083",221,471,8378,2013
"20085",1554,3238,60907,2013
"20087",2207,4610,96207,2013
"20089",225,422,6718,2013
"20091",69822,131142,5231030,2013
"20093",395,993,14875,2013
"20095",987,1864,43458,2013
"20097",296,625,10464,2013
"20099",1940,3935,65181,2013
"20101",147,289,5291,2013
"20103",13461,34060,705858,2013
"20105",387,745,13507,2013
"20107",1229,2664,52089,2013
"20109",309,629,13302,2013
"20111",3040,5775,117650,2013
"20113",2914,5741,163336,2013
"20115",1251,2403,45255,2013
"20117",963,1718,34621,2013
"20119",376,940,21950,2013
"20121",4217,8956,245374,2013
"20123",611,1161,22209,2013
"20125",3385,7367,135775,2013
"20127",632,1310,23427,2013
"20129",404,1074,16944,2013
"20131",811,1716,34898,2013
"20133",1721,3563,50095,2013
"20135",268,506,8851,2013
"20137",616,1179,19349,2013
"20139",1958,3872,75323,2013
"20141",308,582,9235,2013
"20143",745,1530,27341,2013
