"GEOID1","MOVEDOUT_M","MOVEDIN","MOVEDOUT","MOVEDNET","MOVEDNET_M","year"
"2611530820",1086,2754,1086,1654,1654,2010
"2611540260",230,203,230,-34,-34,2010
"2611546260",259,301,259,42,42,2010
"2611549180",211,247,211,30,30,2010
"2611549700",158,197,158,36,36,2010
"2611553900",188,81,188,-107,-107,2010
"2611553920",319,296,319,-23,-23,2010
"2611555020",3843,2148,3843,-1720,-1720,2010
"2611555040",1793,814,1793,-979,-979,2010
"2611563800",369,85,369,-284,-284,2010
"2611566900",262,441,262,127,127,2010
"2611577140",205,225,205,15,15,2010
"2611586740",101,218,101,-1,-1,2010
"2611503680",696,624,696,-99,-99,2011
"2611506740",1581,1782,1581,171,171,2011
"2611507720",1101,909,1101,-226,-226,2011
"2611523400",605,434,605,-171,-171,2011
"2611526320",324,371,324,47,47,2011
"2611526880",414,234,414,-200,-200,2011
"2611530820",1573,2636,1573,1048,1048,2011
"2611540260",186,176,186,-10,-10,2011
"2611546260",211,281,211,70,70,2011
"2611549180",250,253,250,-8,-8,2011
"2611549700",131,155,131,24,24,2011
"2611553900",146,73,146,-73,-73,2011
"2611553920",400,316,400,-84,-84,2011
"2611555020",3454,2282,3454,-1191,-1191,2011
"2611555040",1732,949,1732,-783,-783,2011
"2611563800",289,78,289,-211,-211,2011
"2611566900",423,595,423,125,125,2011
"2611577140",202,197,202,-5,-5,2011
"2611586740",107,390,107,140,140,2011
"2611503680",547,585,547,10,10,2012
"2611506740",1675,1740,1675,17,17,2012
"2611507720",1117,797,1117,-321,-321,2012
"2611523400",578,407,578,-176,-176,2012
"2611526320",387,334,387,-53,-53,2012
"2611526880",357,235,357,-133,-133,2012
"2611528360",3,0,3,-3,-3,2012
"2611530820",1829,2617,1829,774,774,2012
"2611540260",238,134,238,-107,-107,2012
"2611546260",194,283,194,89,89,2012
"2611549180",196,238,196,30,30,2012
"2611549700",134,160,134,23,23,2012
"2611553900",25,90,25,65,65,2012
"2611553920",466,437,466,-29,-29,2012
"2611555020",3296,2474,3296,-857,-857,2012
"2611555040",1960,1000,1960,-980,-980,2012
"2611563800",154,102,154,-52,-52,2012
"2611566900",349,567,349,185,185,2012
"2611577140",275,229,275,-46,-46,2012
"2611586740",122,407,122,141,141,2012
"2611503680",482,579,482,72,72,2013
"2611506740",1942,1299,1942,-690,-690,2013
"2611507720",922,704,922,-219,-219,2013
"2611523400",534,507,534,-31,-31,2013
"2611526320",334,310,334,-24,-24,2013
"2611526880",389,212,389,-177,-177,2013
"2611528360",2,0,2,-2,-2,2013
"2611530820",1677,2433,1677,740,740,2013
"2611540260",240,110,240,-133,-133,2013
"2611546260",318,422,318,104,104,2013
"2611549180",235,316,235,71,71,2013
"2611549700",168,129,168,-43,-43,2013
"2611553900",51,74,51,18,18,2013
"2611553920",480,392,480,-88,-88,2013
"2611555020",2998,2064,2998,-963,-963,2013
"2611555040",1778,1047,1778,-749,-749,2013
"2611563800",184,112,184,-72,-72,2013
"2611566900",476,553,476,39,39,2013
"2611577140",245,213,245,-46,-46,2013
"2611586740",104,501,104,287,287,2013
"2611503680",434,471,434,5,5,2014
"2611506740",1920,1569,1920,-398,-398,2014
"2611507720",614,767,614,152,152,2014
"2611523400",549,516,549,-38,-38,2014
"2611526320",220,323,220,103,103,2014
"2611526880",372,200,372,-172,-172,2014
"2611528360",3,0,3,-3,-3,2014
"2611530820",1504,2647,1504,1137,1137,2014
"2611540260",213,95,213,-121,-121,2014
"2611546260",361,345,361,-16,-16,2014
"2611549180",241,229,241,-23,-23,2014
"2611549700",117,135,117,11,11,2014
"2611553900",55,90,55,31,31,2014
"2611553920",636,261,636,-375,-375,2014
"2611555020",2955,2107,2955,-877,-877,2014
"2611555040",1585,1164,1585,-448,-448,2014
"2611563800",199,124,199,-75,-75,2014
"2611566900",417,373,417,-54,-54,2014
"2611577140",130,203,130,49,49,2014
"2611586740",149,594,149,339,339,2014
"2611503680",457,613,457,128,128,2015
"2611506740",2196,1700,2196,-539,-539,2015
"2611507720",649,868,649,217,217,2015
"2611523400",477,569,477,85,85,2015
"2611526320",167,273,167,106,106,2015
"2611526880",376,238,376,-138,-138,2015
"2611528360",29,0,29,-29,-29,2015
"2611530820",1668,2267,1668,593,593,2015
"2611540260",226,157,226,-80,-80,2015
"2611546260",354,544,354,190,190,2015
"2611549180",180,228,180,36,36,2015
"2611549700",278,123,278,-162,-162,2015
"2611553900",88,97,88,6,6,2015
"2611553920",645,304,645,-341,-341,2015
"2611555020",2905,2201,2905,-746,-746,2015
"2611555040",1271,1539,1271,233,233,2015
"2611563800",100,115,100,15,15,2015
"2611566900",408,398,408,-20,-20,2015
"2611577140",184,241,184,-17,-17,2015
"2611586740",158,529,158,349,349,2015
"2611503680",317,555,317,238,238,2016
"2611506740",1999,1725,1999,-316,-316,2016
"2611507720",685,882,685,176,176,2016
"2611523400",578,528,578,-58,-58,2016
"2611526320",221,218,221,-3,-3,2016
"2611526880",244,238,244,-6,-6,2016
"2611528360",24,0,24,-24,-24,2016
"2611530820",1592,2154,1592,545,545,2016
"2611540260",296,270,296,-40,-40,2016
"2611546260",468,512,468,44,44,2016
"2611549180",143,220,143,72,72,2016
"2611549700",254,103,254,-158,-158,2016
"2611553900",123,109,123,-17,-17,2016
"2611553920",473,213,473,-260,-260,2016
"2611555020",3216,1963,3216,-1287,-1287,2016
"2611555040",1211,1748,1211,499,499,2016
"2611563800",114,114,114,0,0,2016
"2611566900",302,264,302,-49,-49,2016
"2611577140",203,246,203,-6,-6,2016
"2611586740",188,328,188,123,123,2016
"2607700840",229,146,229,-93,-93,2010
"2607709920",244,242,244,-2,-2,2010
"2607714720",198,157,198,-41,-41,2010
"2607716460",116,103,116,-13,-13,2010
"2607717680",1689,2236,1689,502,502,2010
"2607717980",561,1123,561,544,544,2010
"2607731260",704,300,704,-404,-404,2010
"2607742160",15270,12957,15270,-2813,-2813,2010
"2607742180",1645,3891,1645,2195,2195,2010
"2607761400",2799,5105,2799,2219,2219,2010
"2607762340",432,372,432,-64,-64,2010
"2607762960",227,420,227,193,193,2010
"2607765560",5024,4596,5024,-622,-622,2010
"2607766200",56,119,56,60,60,2010
"2607768260",342,715,342,356,356,2010
"2607769820",207,365,207,144,144,2010
"2607771880",952,513,952,-444,-444,2010
"2607779300",518,2125,518,1549,1549,2010
"2607782840",241,165,241,-81,-81,2010
"2607700840",238,217,238,-31,-31,2011
"2607709920",372,274,372,-98,-98,2011
"2607714720",222,171,222,-51,-51,2011
"2607716460",44,122,44,78,78,2011
"2607717680",1692,2075,1692,312,312,2011
"2607717980",1025,1102,1025,77,77,2011
"2607731260",464,292,464,-172,-172,2011
"2607742160",12724,14246,12724,824,824,2011
"2607742180",2223,4079,2223,1735,1735,2011
"2607761400",2991,4555,2991,1477,1477,2011
"2607762340",362,351,362,-15,-15,2011
"2607762960",222,507,222,285,285,2011
"2607765560",5396,4842,5396,-755,-755,2011
"2607766200",63,101,63,36,36,2011
"2607768260",514,752,514,175,175,2011
"2607769820",279,457,279,155,155,2011
"2607771880",1001,612,1001,-395,-395,2011
"2607779300",819,2130,819,1273,1273,2011
"2607782840",234,138,234,-100,-100,2011
"2607700840",326,263,326,-73,-73,2012
"2607709920",452,272,452,-180,-180,2012
"2607714720",209,55,209,-158,-158,2012
"2607716460",165,118,165,-47,-47,2012
"2607717680",1873,1751,1873,-193,-193,2012
"2607717980",1282,808,1282,-474,-474,2012
"2607731260",421,295,421,-126,-126,2012
"2607742160",10713,14521,10713,3183,3183,2012
"2607742180",2486,3738,2486,1166,1166,2012
"2607761400",3185,4610,3185,1363,1363,2012
"2607762340",215,319,215,104,104,2012
"2607762960",239,563,239,324,324,2012
"2607765560",5147,5101,5147,-179,-179,2012
"2607766200",108,65,108,-46,-46,2012
"2607768260",614,598,614,-74,-74,2012
"2607769820",334,420,334,53,53,2012
"2607771880",900,635,900,-265,-265,2012
"2607779300",936,1804,936,828,828,2012
"2607782840",168,110,168,-58,-58,2012
"2607700840",199,337,199,126,126,2013
"2607709920",306,365,306,59,59,2013
"2607714720",213,99,213,-118,-118,2013
"2607716460",198,103,198,-97,-97,2013
"2607717680",1920,1678,1920,-256,-256,2013
"2607717980",1313,1014,1313,-299,-299,2013
"2607731260",348,279,348,-69,-69,2013
"2607742160",10935,14392,10935,2861,2861,2013
"2607742180",2715,3400,2715,601,601,2013
"2607761400",3250,4398,3250,1128,1128,2013
"2607762340",394,364,394,-59,-59,2013
"2607762960",345,511,345,166,166,2013
"2607765560",5087,5667,5087,494,494,2013
"2607766200",81,63,81,-18,-18,2013
"2607768260",659,439,659,-292,-292,2013
"2607769820",337,543,337,185,185,2013
"2607771880",930,813,930,-117,-117,2013
"2607779300",1225,1693,1225,428,428,2013
"2607782840",151,116,151,-35,-35,2013
"2607700840",353,357,353,-7,-7,2014
"2607709920",308,608,308,293,293,2014
"2607714720",176,133,176,-47,-47,2014
"2607716460",287,80,287,-208,-208,2014
"2607717680",1588,1615,1588,14,14,2014
"2607717980",1623,954,1623,-669,-669,2014
"2607731260",427,316,427,-111,-111,2014
"2607742160",10389,14943,10389,3863,3863,2014
"2607742180",2835,3786,2835,878,878,2014
"2607761400",3227,4382,3227,1149,1149,2014
"2607762340",273,393,273,108,108,2014
"2607762960",397,377,397,-20,-20,2014
"2607765560",5745,5164,5745,-670,-670,2014
"2607766200",107,68,107,-39,-39,2014
"2607768260",712,907,712,147,147,2014
"2607769820",388,631,388,221,221,2014
"2607771880",833,812,833,-21,-21,2014
"2607779300",1264,1842,1264,568,568,2014
"2607782840",164,111,164,-53,-53,2014
"2607700840",427,342,427,-85,-85,2015
"2607709920",468,648,468,174,174,2015
"2607714720",85,134,85,44,44,2015
"2607716460",293,74,293,-224,-224,2015
"2607717680",1487,1380,1487,-142,-142,2015
"2607717980",1525,1110,1525,-415,-415,2015
"2607731260",321,282,321,-39,-39,2015
"2607742160",10241,14866,10241,3880,3880,2015
"2607742180",3200,3556,3200,205,205,2015
"2607761400",3618,4643,3618,980,980,2015
"2607762340",343,404,343,50,50,2015
"2607762960",583,536,583,-47,-47,2015
"2607765560",5477,5295,5477,-236,-236,2015
"2607766200",145,81,145,-64,-64,2015
"2607768260",702,936,702,186,186,2015
"2607769820",373,630,373,236,236,2015
"2607771880",869,915,869,46,46,2015
"2607779300",1335,1839,1335,504,504,2015
"2607782840",186,89,186,-97,-97,2015
"2607700840",389,438,389,49,49,2016
"2607709920",303,667,303,356,356,2016
"2607714720",85,192,85,102,102,2016
"2607716460",324,69,324,-266,-266,2016
"2607717680",1666,1574,1666,-132,-132,2016
"2607717980",1431,1078,1431,-353,-353,2016
"2607731260",674,352,674,-322,-322,2016
"2607742160",10309,15039,10309,4078,4078,2016
"2607742180",3124,3539,3124,216,216,2016
"2607761400",3363,4873,3363,1425,1425,2016
"2607762340",336,456,336,106,106,2016
"2607762960",778,517,778,-261,-261,2016
"2607765560",5472,5014,5472,-581,-581,2016
"2607766200",120,78,120,-42,-42,2016
"2607768260",606,984,606,373,373,2016
"2607769820",334,521,334,178,178,2016
"2607771880",911,910,911,-10,-10,2016
"2607779300",1101,2089,1101,988,988,2016
"2607782840",156,76,156,-80,-80,2016
"2605500200",320,462,320,142,142,2010
"2605508880",655,723,655,68,68,2010
"2605523800",437,764,437,327,327,2010
"2605528020",215,845,215,630,630,2010
"2605531580",1385,3229,1385,1842,1842,2010
"2605534240",129,62,129,-67,-67,2010
"2605534960",520,587,520,67,67,2010
"2605549240",534,588,534,45,45,2010
"2605552480",86,109,86,23,23,2010
"2605562320",507,181,507,-334,-334,2010
"2605563340",190,408,190,218,218,2010
"2605580340",4327,1929,4327,-2461,-2461,2010
"2605581320",69,44,69,-25,-25,2010
"2605587040",328,184,328,-149,-149,2010
"2605500200",408,492,408,84,84,2011
"2605508880",632,903,632,271,271,2011
"2605523800",731,820,731,71,71,2011
"2605528020",131,879,131,697,697,2011
"2605531580",1215,2941,1215,1717,1717,2011
"2605534240",109,62,109,-51,-51,2011
"2605534960",578,721,578,143,143,2011
"2605549240",652,619,652,-51,-51,2011
"2605552480",63,172,63,109,109,2011
"2605562320",505,183,505,-345,-345,2011
"2605563340",285,253,285,-54,-54,2011
"2605580340",3589,1878,3589,-1795,-1795,2011
"2605581320",64,44,64,-20,-20,2011
"2605587040",225,206,225,-25,-25,2011
"2605500200",466,470,466,4,4,2012
"2605508880",782,658,782,-124,-124,2012
"2605523800",776,1081,776,235,235,2012
"2605528020",214,847,214,616,616,2012
"2605531580",1224,2508,1224,1278,1278,2012
"2605534240",67,62,67,-9,-9,2012
"2605534960",612,871,612,259,259,2012
"2605549240",699,793,699,94,94,2012
"2605552480",45,136,45,91,91,2012
"2605562320",589,231,589,-380,-380,2012
"2605563340",314,337,314,-2,-2,2012
"2605580340",2794,2014,2794,-861,-861,2012
"2605581320",58,50,58,-8,-8,2012
"2605587040",152,210,152,52,52,2012
"2605500200",379,568,379,189,189,2013
"2605508880",804,704,804,-100,-100,2013
"2605523800",876,1208,876,254,254,2013
"2605528020",277,827,277,536,536,2013
"2605531580",1375,2506,1375,1126,1126,2013
"2605534240",54,61,54,4,4,2013
"2605534960",615,908,615,293,293,2013
"2605549240",707,634,707,-73,-73,2013
"2605552480",44,152,44,108,108,2013
"2605562320",567,194,567,-380,-380,2013
"2605563340",314,243,314,-94,-94,2013
"2605580340",2421,2300,2421,-167,-167,2013
"2605581320",37,29,37,-8,-8,2013
"2605587040",137,177,137,33,33,2013
"2605500200",424,496,424,72,72,2014
"2605508880",779,659,779,-120,-120,2014
"2605523800",959,1273,959,215,215,2014
"2605528020",301,824,301,512,512,2014
"2605531580",1324,2328,1324,984,984,2014
"2605534240",53,87,53,30,30,2014
"2605534960",546,835,546,289,289,2014
"2605549240",646,866,646,220,220,2014
"2605552480",51,209,51,158,158,2014
"2605562320",451,214,451,-247,-247,2014
"2605563340",289,324,289,14,14,2014
"2605580340",3051,2342,3051,-787,-787,2014
"2605581320",0,25,0,25,25,2014
"2605587040",162,148,162,-14,-14,2014
"2605500200",395,477,395,82,82,2015
"2605508880",1150,573,1150,-577,-577,2015
"2605523800",1101,1644,1101,455,455,2015
"2605528020",329,796,329,444,444,2015
"2605531580",1353,2216,1353,827,827,2015
"2605534240",51,73,51,18,18,2015
"2605534960",549,883,549,334,334,2015
"2605549240",618,878,618,260,260,2015
"2605552480",83,198,83,115,115,2015
"2605562320",481,197,481,-284,-284,2015
"2605563340",292,440,292,122,122,2015
"2605580340",2790,2229,2790,-611,-611,2015
"2605581320",0,18,0,18,18,2015
"2605587040",286,195,286,-91,-91,2015
"2605500200",426,482,426,56,56,2016
"2605508880",1159,577,1159,-582,-582,2016
"2605523800",1303,1587,1303,190,190,2016
"2605528020",362,612,362,234,234,2016
"2605531580",1438,2662,1438,1193,1193,2016
"2605534240",56,145,56,89,89,2016
"2605534960",543,760,543,217,217,2016
"2605549240",464,814,464,350,350,2016
"2605552480",109,223,109,114,114,2016
"2605562320",564,230,564,-334,-334,2016
"2605563340",372,418,372,46,46,2016
"2605580340",3033,2361,3033,-717,-717,2016
"2605581320",0,25,0,25,25,2016
"2605587040",326,261,326,-65,-65,2016
"2603906600",12,198,12,186,186,2010
"2603930480",79,301,79,222,222,2010
"2603934640",278,214,278,-66,-66,2010
"2603934660",761,941,761,147,147,2010
"2603949520",0,54,0,54,54,2010
"2603950940",6,14,6,8,8,2010
"2603974760",40,159,40,119,119,2010
"2603906600",18,250,18,232,232,2011
"2603930480",155,139,155,-16,-16,2011
"2603934640",243,174,243,-72,-72,2011
"2603934660",792,986,792,194,194,2011
"2603949520",0,51,0,51,51,2011
"2603950940",7,54,7,47,47,2011
"2603974760",42,174,42,132,132,2011
"2603906600",40,239,40,199,199,2012
"2603930480",187,163,187,-24,-24,2012
"2603934640",231,265,231,32,32,2012
"2603934660",1051,977,1051,-74,-74,2012
"2603949520",0,53,0,53,53,2012
"2603950940",34,39,34,5,5,2012
"2603974760",47,182,47,135,135,2012
"2603906600",40,212,40,172,172,2013
"2603930480",233,133,233,-100,-100,2013
"2603934640",195,283,195,85,85,2013
"2603934660",995,1079,995,84,84,2013
"2603949520",67,41,67,-28,-28,2013
"2603950940",57,51,57,-9,-9,2013
"2603974760",97,140,97,34,34,2013
"2603906600",100,165,100,65,65,2014
"2603930480",296,220,296,-76,-76,2014
"2603934640",184,300,184,116,116,2014
"2603934660",988,790,988,-198,-198,2014
"2603949520",69,21,69,-50,-50,2014
"2603950940",49,61,49,9,9,2014
"2603974760",65,191,65,109,109,2014
"2603906600",102,143,102,35,35,2015
"2603930480",324,227,324,-97,-97,2015
"2603934640",201,320,201,119,119,2015
"2603934660",758,667,758,-107,-107,2015
"2603949520",52,22,52,-32,-32,2015
"2603950940",59,106,59,44,44,2015
"2603974760",59,130,59,52,52,2015
"2603906600",99,113,99,7,7,2016
"2603930480",176,217,176,41,41,2016
"2603934640",243,337,243,92,92,2016
"2603934660",789,641,789,-161,-161,2016
"2603949520",56,24,56,-34,-34,2016
"2603950940",69,88,69,17,17,2016
"2603974760",77,132,77,39,39,2016
"2609709500",28,0,28,-28,-28,2010
"2609710360",0,21,0,21,21,2010
"2609716060",138,90,138,-48,-48,2010
"2609731620",136,88,136,-49,-49,2010
"2609737660",0,6,0,6,6,2010
"2609750280",183,59,183,-144,-144,2010
"2609751880",16,28,16,12,12,2010
"2609755480",65,52,65,-13,-13,2010
"2609757640",11,12,11,1,1,2010
"2609765600",2,29,2,27,27,2010
"2609770840",219,282,219,54,54,2010
"2609770860",0,81,0,74,74,2010
"2609709500",22,6,22,-16,-16,2011
"2609710360",0,28,0,28,28,2011
"2609716060",95,44,95,-51,-51,2011
"2609731620",113,84,113,-31,-31,2011
"2609737660",0,8,0,8,8,2011
"2609750280",206,43,206,-163,-163,2011
"2609751880",17,33,17,16,16,2011
"2609755480",53,68,53,15,15,2011
"2609757640",20,7,20,-13,-13,2011
"2609765600",33,45,33,-4,-4,2011
"2609770840",333,345,333,5,5,2011
"2609770860",0,83,0,80,80,2011
"2609709500",0,5,0,5,5,2012
"2609710360",0,26,0,26,26,2012
"2609716060",109,53,109,-56,-56,2012
"2609731620",113,60,113,-54,-54,2012
"2609737660",0,11,0,11,11,2012
"2609750280",172,55,172,-118,-118,2012
"2609751880",18,44,18,26,26,2012
"2609755480",51,73,51,22,22,2012
"2609757640",32,2,32,-30,-30,2012
"2609765600",23,51,23,12,12,2012
"2609770840",296,374,296,72,72,2012
"2609770860",0,47,0,46,46,2012
"2609709500",0,5,0,5,5,2013
"2609710360",0,27,0,27,27,2013
"2609716060",189,96,189,-93,-93,2013
"2609731620",83,33,83,-51,-51,2013
"2609737660",0,8,0,8,8,2013
"2609739760",0,5,0,5,5,2013
"2609750280",215,57,215,-162,-162,2013
"2609751880",17,37,17,20,20,2013
"2609755480",54,75,54,21,21,2013
"2609757640",30,3,30,-27,-27,2013
"2609765600",65,35,65,-30,-30,2013
"2609770840",301,337,301,32,32,2013
"2609770860",0,53,0,49,49,2013
"2609709500",0,4,0,4,4,2014
"2609710360",0,19,0,19,19,2014
"2609716060",208,101,208,-107,-107,2014
"2609731620",85,53,85,-32,-32,2014
"2609737660",0,9,0,9,9,2014
"2609739760",0,7,0,7,7,2014
"2609750280",240,70,240,-190,-190,2014
"2609751880",0,23,0,21,21,2014
"2609755480",23,78,23,55,55,2014
"2609757640",31,2,31,-29,-29,2014
"2609765600",86,39,86,-47,-47,2014
"2609770840",386,358,386,-33,-33,2014
"2609770860",0,64,0,60,60,2014
"2609709500",0,4,0,4,4,2015
"2609710360",0,15,0,15,15,2015
"2609716060",211,100,211,-115,-115,2015
"2609731620",34,37,34,3,3,2015
"2609737660",0,9,0,9,9,2015
"2609739760",0,9,0,9,9,2015
"2609750280",166,97,166,-124,-124,2015
"2609751880",0,26,0,23,23,2015
"2609755480",12,69,12,57,57,2015
"2609757640",41,80,41,39,39,2015
"2609765600",143,28,143,-115,-115,2015
"2609770840",376,281,376,-96,-96,2015
"2609770860",24,53,24,29,29,2015
"2609709500",0,7,0,7,7,2016
"2609710360",0,12,0,12,12,2016
"2609716060",208,118,208,-94,-94,2016
"2609731620",67,38,67,-29,-29,2016
"2609737660",0,8,0,8,8,2016
"2609739760",0,35,0,35,35,2016
"2609750280",105,114,105,-56,-56,2016
"2609751880",0,12,0,10,10,2016
"2609755480",13,53,13,40,40,2016
"2609757640",41,87,41,46,46,2016
"2609765600",118,31,118,-87,-87,2016
"2609770840",379,232,379,-148,-148,2016
"2609770860",21,43,21,22,22,2016
"2611117100",122,122,122,-4,-4,2010
"2611124830",76,235,76,159,159,2010
"2611131820",39,117,39,76,76,2010
"2611134860",92,174,92,82,82,2010
"2611138980",92,146,92,54,54,2010
"2611139160",82,102,82,18,18,2010
"2611140620",70,250,70,174,174,2010
"2611141560",94,89,94,-9,-9,2010
"2611141760",700,370,700,-330,-330,2010
"2611146160",292,288,292,-4,-4,2010
"2611146640",114,490,114,358,358,2010
"2611147680",41,244,41,203,203,2010
"2611153780",3780,4253,3780,190,190,2010
"2611153800",567,104,567,-463,-463,2010
"2611154320",64,132,64,68,68,2010
"2611155940",59,96,59,37,37,2010
"2611165740",29,42,29,13,13,2010
"2611184020",72,141,72,69,69,2010
"2611117100",104,145,104,35,35,2011
"2611124830",163,151,163,-12,-12,2011
"2611131820",52,93,52,41,41,2011
"2611134860",144,154,144,10,10,2011
"2611138980",155,143,155,-12,-12,2011
"2611139160",66,61,66,-7,-7,2011
"2611140620",66,266,66,194,194,2011
"2611141560",123,74,123,-54,-54,2011
"2611141760",625,388,625,-237,-237,2011
"2611146160",312,259,312,-53,-53,2011
"2611146640",181,596,181,396,396,2011
"2611147680",61,254,61,193,193,2011
"2611153780",3509,4236,3509,374,374,2011
"2611153800",296,111,296,-185,-185,2011
"2611154320",116,137,116,21,21,2011
"2611155940",59,109,59,50,50,2011
"2611165740",28,71,28,43,43,2011
"2611184020",82,151,82,69,69,2011
"2611117100",166,132,166,-34,-34,2012
"2611124830",170,139,170,-31,-31,2012
"2611131820",71,97,71,23,23,2012
"2611134860",124,166,124,42,42,2012
"2611138980",202,74,202,-128,-128,2012
"2611139160",56,51,56,-7,-7,2012
"2611140620",193,304,193,105,105,2012
"2611141560",292,77,292,-218,-218,2012
"2611141760",560,360,560,-200,-200,2012
"2611146160",348,284,348,-64,-64,2012
"2611146640",224,526,224,286,286,2012
"2611147680",120,261,120,141,141,2012
"2611153780",3685,5333,3685,1297,1297,2012
"2611153800",261,168,261,-93,-93,2012
"2611154320",131,115,131,-16,-16,2012
"2611155940",57,128,57,71,71,2012
"2611165740",27,82,27,55,55,2012
"2611184020",86,329,86,243,243,2012
"2611117100",198,134,198,-73,-73,2013
"2611124830",181,179,181,-2,-2,2013
"2611131820",81,157,81,72,72,2013
"2611134860",61,200,61,135,135,2013
"2611138980",205,62,205,-143,-143,2013
"2611139160",142,42,142,-103,-103,2013
"2611140620",114,282,114,168,168,2013
"2611141560",225,98,225,-127,-127,2013
"2611141760",601,372,601,-229,-229,2013
"2611146160",339,264,339,-75,-75,2013
"2611146640",321,488,321,154,154,2013
"2611147680",143,223,143,80,80,2013
"2611153780",3933,5220,3933,939,939,2013
"2611153800",211,218,211,7,7,2013
"2611154320",130,108,130,-22,-22,2013
"2611155940",24,150,24,126,126,2013
"2611165740",40,71,40,31,31,2013
"2611184020",83,259,83,176,176,2013
"2611117100",280,129,280,-162,-162,2014
"2611124830",182,171,182,-11,-11,2014
"2611131820",75,139,75,61,61,2014
"2611134860",69,193,69,121,121,2014
"2611138980",228,113,228,-115,-115,2014
"2611139160",180,51,180,-132,-132,2014
"2611140620",145,279,145,134,134,2014
"2611141560",162,89,162,-73,-73,2014
"2611141760",501,342,501,-159,-159,2014
"2611146160",267,168,267,-99,-99,2014
"2611146640",316,468,316,135,135,2014
"2611147680",133,218,133,85,85,2014
"2611153780",3867,5025,3867,789,789,2014
"2611153800",144,213,144,69,69,2014
"2611154320",116,62,116,-54,-54,2014
"2611155940",22,167,22,145,145,2014
"2611165740",49,76,49,27,27,2014
"2611184020",49,260,49,211,211,2014
"2611117100",250,140,250,-123,-123,2015
"2611124830",191,140,191,-51,-51,2015
"2611131820",91,142,91,48,48,2015
"2611134860",86,147,86,57,57,2015
"2611138980",248,132,248,-116,-116,2015
"2611139160",116,61,116,-55,-55,2015
"2611140620",108,293,108,182,182,2015
"2611141560",156,75,156,-81,-81,2015
"2611141760",422,269,422,-153,-153,2015
"2611146160",177,261,177,53,53,2015
"2611146640",371,313,371,-58,-58,2015
"2611147680",171,142,171,-29,-29,2015
"2611153780",3890,4946,3890,662,662,2015
"2611153800",191,228,191,19,19,2015
"2611154320",105,85,105,-20,-20,2015
"2611155940",26,208,26,182,182,2015
"2611165740",34,56,34,22,22,2015
"2611184020",82,249,82,167,167,2015
"2611117100",265,160,265,-118,-118,2016
"2611124830",100,189,100,86,86,2016
"2611131820",93,138,93,41,41,2016
"2611134860",67,149,67,78,78,2016
"2611138980",263,129,263,-134,-134,2016
"2611139160",139,48,139,-91,-91,2016
"2611140620",155,260,155,102,102,2016
"2611141560",112,70,112,-45,-45,2016
"2611141760",415,262,415,-153,-153,2016
"2611146160",161,289,161,65,65,2016
"2611146640",346,224,346,-122,-122,2016
"2611147680",152,158,152,-3,-3,2016
"2611153780",3870,4817,3870,556,556,2016
"2611153800",226,220,226,-23,-23,2016
"2611154320",83,75,83,-8,-8,2016
"2611155940",27,185,27,158,158,2016
"2611165740",92,29,92,-63,-63,2016
"2611184020",63,200,63,137,137,2016
"2604507080",333,220,333,-113,-113,2010
"2604507440",150,260,150,110,110,2010
"2604510920",56,128,56,72,72,2010
"2604513380",65,260,65,195,195,2010
"2604514820",1461,1191,1461,-288,-288,2010
"2604515260",65,101,65,34,34,2010
"2604521520",2778,4116,2778,1140,1140,2010
"2604524520",194,258,194,51,51,2010
"2604524540",480,573,480,93,93,2010
"2604524560",214,277,214,63,63,2010
"2604533420",1274,382,1274,-919,-919,2010
"2604536200",82,146,82,64,64,2010
"2604542220",48,153,48,102,102,2010
"2604546000",1016,1108,1016,44,44,2010
"2604560580",414,485,414,71,71,2010
"2604560700",83,238,83,143,143,2010
"2604566100",365,243,365,-122,-122,2010
"2604570020",189,183,189,-6,-6,2010
"2604577440",140,220,140,80,80,2010
"2604581980",182,88,182,-94,-94,2010
"2604583180",94,174,94,80,80,2010
"2604587840",746,569,746,-214,-214,2010
"2604507080",443,342,443,-101,-101,2011
"2604507440",245,149,245,-96,-96,2011
"2604510920",55,126,55,71,71,2011
"2604513380",121,229,121,104,104,2011
"2604514820",1627,1228,1627,-411,-411,2011
"2604515260",81,120,81,37,37,2011
"2604521520",3266,4336,3266,836,836,2011
"2604524520",241,257,241,3,3,2011
"2604524540",642,940,642,298,298,2011
"2604524560",213,238,213,25,25,2011
"2604533420",1436,449,1436,-987,-987,2011
"2604536200",79,166,79,87,87,2011
"2604542220",39,92,39,53,53,2011
"2604546000",828,788,828,-101,-101,2011
"2604560580",375,396,375,21,21,2011
"2604560700",105,233,105,106,106,2011
"2604566100",214,241,214,27,27,2011
"2604570020",186,167,186,-19,-19,2011
"2604577440",99,242,99,143,143,2011
"2604581980",129,121,129,-8,-8,2011
"2604583180",107,134,107,23,23,2011
"2604587840",708,452,708,-290,-290,2011
"2604507080",306,269,306,-37,-37,2012
"2604507440",288,123,288,-170,-170,2012
"2604510920",52,228,52,176,176,2012
"2604513380",181,152,181,-34,-34,2012
"2604514820",1380,1361,1380,-48,-48,2012
"2604515260",78,62,78,-16,-16,2012
"2604521520",3487,4156,3487,456,456,2012
"2604524520",287,266,287,-26,-26,2012
"2604524540",690,959,690,269,269,2012
"2604524560",242,348,242,106,106,2012
